LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.80590295791626
Steps = 7300, loss = 0.0004187128506600857
Steps = 7400, loss = 0.00039277502219192684
Steps = 7500, loss = 0.0003639355709310621
Steps = 7600, loss = 0.00034077491727657616
Steps = 7700, loss = 0.00031699612736701965
Steps = 7800, loss = 0.0002978722914122045
Steps = 7900, loss = 0.00027697812765836716
Steps = 8000, loss = 0.0002513613144401461
Steps = 8100, loss = 0.00024325620324816555
Steps = 8200, loss = 0.00022521548089571297
Steps = 8300, loss = 0.00020101296831853688
Steps = 8400, loss = 0.00019666588923428208
Steps = 8500, loss = 0.000185644457815215
Steps = 8600, loss = 0.0001685299794189632
Steps = 8700, loss = 0.0001570115564391017
Steps = 8800, loss = 0.00014413513417821378
Steps = 8900, loss = 0.00014610917423851788
Steps = 9000, loss = 0.00012868555495515466
Steps = 9100, loss = 0.00012591305130627006
Steps = 9200, loss = 0.00011557043035281822
Steps = 9300, loss = 0.00010685530287446454
Steps = 9400, loss = 0.00010091583681060001
Steps = 9500, loss = 9.265005792258307e-05
Steps = 9600, loss = 9.066071652341634e-05
Steps = 9700, loss = 7.847486267564818e-05
Steps = 9800, loss = 7.962395466165617e-05
Steps = 9900, loss = 7.308900239877403e-05
Steps = 10000, loss = 6.785432924516499e-05
Steps = 10100, loss = 6.415462848963216e-05
Steps = 10200, loss = 6.126079824753106e-05
Steps = 10300, loss = 5.6229415349662304e-05
Steps = 10400, loss = 5.257821612758562e-05
Steps = 10500, loss = 4.90438578708563e-05
Steps = 10600, loss = 4.731958688353188e-05
Steps = 10700, loss = 4.2443272832315415e-05
Steps = 10800, loss = 4.096132033737376e-05
Steps = 10900, loss = 4.096768379211426
Steps = 11000, loss = 2.3293070793151855
Steps = 11100, loss = 1.8011103868484497
Steps = 11200, loss = 1.705291509628296
Steps = 11300, loss = 1.1502249240875244
Steps = 11400, loss = 1.1268126964569092
Steps = 11500, loss = 0.9444710612297058
Steps = 11600, loss = 0.7009860873222351
Steps = 11700, loss = 0.6197231411933899
Steps = 11800, loss = 0.5344638228416443
Steps = 11900, loss = 0.6687166690826416
Steps = 12000, loss = 0.36453816294670105
Steps = 12100, loss = 0.3659684658050537
Steps = 12200, loss = 0.5834316611289978
Steps = 12300, loss = 0.30419597029685974
Steps = 12400, loss = 0.28099197149276733
Steps = 12500, loss = 0.11715026199817657
Steps = 12600, loss = 0.07486630231142044
Steps = 12700, loss = 0.34396567940711975
Steps = 12800, loss = 0.12722304463386536
Steps = 12900, loss = 0.2766951322555542
Steps = 13000, loss = 0.053244855254888535
Steps = 13100, loss = 0.03702855482697487
Steps = 13200, loss = 0.02779630944132805
Steps = 13300, loss = 0.026134954765439034
Steps = 13400, loss = 1.1007410287857056
Steps = 13500, loss = 0.13284435868263245
Steps = 13600, loss = 0.03607810288667679
Steps = 13700, loss = 0.023005574941635132
Steps = 13800, loss = 0.018054720014333725
Steps = 13900, loss = 0.0152841592207551
Steps = 14000, loss = 0.012632060796022415
Steps = 14100, loss = 0.010949759744107723
Steps = 14200, loss = 0.010057779029011726
Steps = 14300, loss = 0.008152891881763935
Steps = 14400, loss = 0.007495076395571232
Steps = 14500, loss = 6.584292888641357
Steps = 14600, loss = 1.0472500324249268
Steps = 14700, loss = 0.5086339712142944
Steps = 14800, loss = 0.36243048310279846
Steps = 14900, loss = 0.17736227810382843
Steps = 15000, loss = 0.31421026587486267
Steps = 15100, loss = 0.05209136754274368
Steps = 15200, loss = 0.02526872418820858
Steps = 15300, loss = 0.017655154690146446
Steps = 15400, loss = 0.013921955600380898
Steps = 15500, loss = 0.011700667440891266
Steps = 15600, loss = 0.011096127331256866
Steps = 15700, loss = 0.008724980987608433
Steps = 15800, loss = 0.00810515321791172
Steps = 15900, loss = 0.007170405238866806
Steps = 16000, loss = 0.006339786108583212
Steps = 16100, loss = 0.01135534793138504
Steps = 16200, loss = 0.6060469746589661
Steps = 16300, loss = 0.09566403180360794
Steps = 16400, loss = 0.372312992811203
Steps = 16500, loss = 0.0605396144092083
Steps = 16600, loss = 0.02483263984322548
Steps = 16700, loss = 0.015416625887155533
Steps = 16800, loss = 0.011703790165483952
Steps = 16900, loss = 0.008655110374093056
Steps = 17000, loss = 0.007255577947944403
Steps = 17100, loss = 0.00625918572768569
Steps = 17200, loss = 0.0057991016656160355
Steps = 17300, loss = 0.005028365645557642
Steps = 17400, loss = 1.2922041416168213
Steps = 17500, loss = 0.572486937046051
Steps = 17600, loss = 0.17694078385829926
Steps = 17700, loss = 0.3210286498069763
Steps = 17800, loss = 0.028768127784132957
Steps = 17900, loss = 0.017600273713469505
Steps = 18000, loss = 0.013448605313897133
Steps = 18100, loss = 0.010702589526772499
Steps = 18200, loss = 0.008686677552759647
Steps = 18300, loss = 0.008080347441136837
Steps = 18400, loss = 0.007023409474641085
Steps = 18500, loss = 0.005879331845790148
Steps = 18600, loss = 0.0055993665009737015
Steps = 18700, loss = 0.0048892078921198845
Steps = 18800, loss = 0.004390840418636799
Steps = 18900, loss = 0.003985613584518433
Steps = 19000, loss = 0.003848626744002104
Steps = 19100, loss = 0.0036205940414220095
Steps = 19200, loss = 0.0032836731988936663
Steps = 19300, loss = 0.0027995258569717407
Steps = 19400, loss = 0.0026062156539410353
Steps = 19500, loss = 0.002533448627218604
Steps = 19600, loss = 0.0024122456088662148
Steps = 19700, loss = 0.0022354607935994864
Steps = 19800, loss = 0.0020741012413054705
Steps = 19900, loss = 0.001968421507626772
Validation accuracy: 0.9986979166666666 (got 1534 right out of 1536)
