LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.824352264404297
Steps = 5600, loss = 8.041691035032272e-05
Steps = 5700, loss = 7.709310739301145e-05
Steps = 5800, loss = 7.434128201566637e-05
Steps = 5900, loss = 6.775545625714585e-05
Steps = 6000, loss = 6.563917122548446e-05
Steps = 6100, loss = 6.24835811322555e-05
Steps = 6200, loss = 6.014102109475061e-05
Steps = 6300, loss = 5.7018958614207804e-05
Steps = 6400, loss = 5.245014472166076e-05
Steps = 6500, loss = 5.038575909566134e-05
Steps = 6600, loss = 4.737936978926882e-05
Steps = 6700, loss = 4.5826458517694846e-05
Steps = 6800, loss = 4.285358954803087e-05
Steps = 6900, loss = 4.13884554291144e-05
Steps = 7000, loss = 3.827611362794414e-05
Steps = 7100, loss = 3.759906394407153e-05
Steps = 7200, loss = 3.533976268954575e-05
Steps = 7300, loss = 3.3430857001803815e-05
Steps = 7400, loss = 3.1921696063363925e-05
Steps = 7500, loss = 2.9931992685305886e-05
Steps = 7600, loss = 2.8764621674781665e-05
Steps = 7700, loss = 2.777209556370508e-05
Steps = 7800, loss = 2.599471372377593e-05
Steps = 7900, loss = 2.4686709366505966e-05
Steps = 8000, loss = 2.3475553462048993e-05
Steps = 8100, loss = 2.2316084141493775e-05
Steps = 8200, loss = 2.1241134163574316e-05
Steps = 8300, loss = 2.0390856661833823e-05
Steps = 8400, loss = 1.914570020744577e-05
Steps = 8500, loss = 1.8139426174457185e-05
Steps = 8600, loss = 1.700136999716051e-05
Steps = 8700, loss = 1.6646547010168433e-05
Steps = 8800, loss = 1.549987428006716e-05
Steps = 8900, loss = 1.4696853213536087e-05
Steps = 9000, loss = 1.4204656508809421e-05
Steps = 9100, loss = 1.3327598026080523e-05
Steps = 9200, loss = 1.279232765227789e-05
Steps = 9300, loss = 1.2183482795080636e-05
Steps = 9400, loss = 1.1480110515549313e-05
Steps = 9500, loss = 1.1042860933230259e-05
Steps = 9600, loss = 1.0278252375428565e-05
Steps = 9700, loss = 9.938788025465328e-06
Steps = 9800, loss = 9.194436643156223e-06
Steps = 9900, loss = 8.876861102180555e-06
Steps = 10000, loss = 8.508060091116931e-06
Steps = 10100, loss = 7.96230960986577e-06
Steps = 10200, loss = 7.576977623102721e-06
Steps = 10300, loss = 7.340422598645091e-06
Steps = 10400, loss = 6.8417025431699585e-06
Steps = 10500, loss = 6.47872184345033e-06
Steps = 10600, loss = 6.30456679573399e-06
Steps = 10700, loss = 5.9879207583435345e-06
Steps = 10800, loss = 5.546242846321547e-06
Steps = 10900, loss = 5.343681095837383e-06
Steps = 11000, loss = 5.003982096241089e-06
Steps = 11100, loss = 4.843563147005625e-06
Steps = 11200, loss = 4.549964614852797e-06
Steps = 11300, loss = 4.3378577174735256e-06
Steps = 11400, loss = 4.090127276867861e-06
Steps = 11500, loss = 3.882908913510619e-06
Steps = 11600, loss = 3.760906110983342e-06
Steps = 11700, loss = 3.5518244203558424e-06
Steps = 11800, loss = 3.4377376323391218e-06
Steps = 11900, loss = 3.1604374726157403e-06
Steps = 12000, loss = 3.003742449436686e-06
Steps = 12100, loss = 2.9029276902292622e-06
Steps = 12200, loss = 2.7792955279437592e-06
Steps = 12300, loss = 2.6174784579779953e-06
Steps = 12400, loss = 2.458456037857104e-06
Steps = 12500, loss = 2.346464498259593e-06
Steps = 12600, loss = 2.213751031376887e-06
Steps = 12700, loss = 2.1362184270401485e-06
Steps = 12800, loss = 2.016077814914752e-06
Steps = 12900, loss = 1.871239423751831
Steps = 13000, loss = 0.2592303454875946
Steps = 13100, loss = 0.01917121745646
Steps = 13200, loss = 0.01795141026377678
Steps = 13300, loss = 0.0028014022391289473
Steps = 13400, loss = 0.001877523260191083
Steps = 13500, loss = 0.0014551354106515646
Steps = 13600, loss = 0.0011103578144684434
Steps = 13700, loss = 0.0010952514130622149
Steps = 13800, loss = 0.0009153586579486728
Steps = 13900, loss = 0.0008197568822652102
Steps = 14000, loss = 0.0007076102192513645
Steps = 14100, loss = 0.0006203222437761724
Steps = 14200, loss = 0.0005565416067838669
Steps = 14300, loss = 0.000530347169842571
Steps = 14400, loss = 0.0004791041137650609
Steps = 14500, loss = 0.0004185423022136092
Steps = 14600, loss = 0.00038939478690735996
Steps = 14700, loss = 0.0003620433562900871
Steps = 14800, loss = 0.0003405576280783862
Steps = 14900, loss = 0.000307414069538936
Steps = 15000, loss = 0.0002990914217662066
Steps = 15100, loss = 0.00027623932692222297
Steps = 15200, loss = 0.0002523620205465704
Steps = 15300, loss = 0.0002363055245950818
Steps = 15400, loss = 0.00021780983661301434
Steps = 15500, loss = 0.00020320512703619897
Steps = 15600, loss = 0.00020013717585243285
Steps = 15700, loss = 0.00018643989460542798
Steps = 15800, loss = 0.00017426718841306865
Steps = 15900, loss = 0.00016774653340689838
Steps = 16000, loss = 0.000151684827869758
Steps = 16100, loss = 0.0001465315872337669
Steps = 16200, loss = 0.00013513231533579528
Steps = 16300, loss = 0.00012664147652685642
Steps = 16400, loss = 0.00011722361523425207
Steps = 16500, loss = 0.00011555135279195383
Steps = 16600, loss = 0.00010592192120384425
Steps = 16700, loss = 0.0001008105100481771
Steps = 16800, loss = 9.376744128530845e-05
Steps = 16900, loss = 8.940252882894129e-05
Steps = 17000, loss = 8.60040308907628e-05
Steps = 17100, loss = 7.852337148506194e-05
Steps = 17200, loss = 7.574077608296648e-05
Steps = 17300, loss = 7.424684008583426e-05
Steps = 17400, loss = 6.704171391902491e-05
Steps = 17500, loss = 6.37084012851119e-05
Steps = 17600, loss = 6.115418364061043e-05
Steps = 17700, loss = 5.8173664001515135e-05
Steps = 17800, loss = 5.5419681302737445e-05
Steps = 17900, loss = 4.962682578479871e-05
Steps = 18000, loss = 4.863386129727587e-05
Steps = 18100, loss = 4.7956629714462906e-05
Steps = 18200, loss = 4.3870863009942695e-05
Steps = 18300, loss = 4.099418583791703e-05
Steps = 18400, loss = 3.9316946640610695e-05
Steps = 18500, loss = 3.6760116927325726e-05
Steps = 18600, loss = 3.5370874684304e-05
Steps = 18700, loss = 3.457439743215218e-05
Steps = 18800, loss = 3.1198960641631857e-05
Steps = 18900, loss = 3.0203409551177174e-05
Steps = 19000, loss = 2.8393207685439847e-05
Steps = 19100, loss = 2.6448438802617602e-05
Steps = 19200, loss = 2.5666859073680826e-05
Steps = 19300, loss = 2.3309054085984826e-05
Steps = 19400, loss = 2.2898348106537014e-05
Steps = 19500, loss = 2.1797779481858015e-05
Steps = 19600, loss = 2.1123756596352905e-05
Steps = 19700, loss = 1.9608301954576746e-05
Steps = 19800, loss = 1.832985071814619e-05
Steps = 19900, loss = 1.754919321683701e-05
Validation accuracy: 1.0 (got 1536 right out of 1536)
