LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.798959255218506
Steps = 6100, loss = 6.220537034096196e-05
Steps = 6200, loss = 6.032654346199706e-05
Steps = 6300, loss = 5.7443812693236396e-05
Steps = 6400, loss = 5.4078689572634175e-05
Steps = 6500, loss = 5.160964428796433e-05
Steps = 6600, loss = 4.881653512711637e-05
Steps = 6700, loss = 4.620012623490766e-05
Steps = 6800, loss = 4.425259612617083e-05
Steps = 6900, loss = 4.1032231820281595e-05
Steps = 7000, loss = 4.017871106043458e-05
Steps = 7100, loss = 3.7607904232572764e-05
Steps = 7200, loss = 3.5639397538034245e-05
Steps = 7300, loss = 3.386436219443567e-05
Steps = 7400, loss = 3.162671782774851e-05
Steps = 7500, loss = 2.9944560083094984e-05
Steps = 7600, loss = 2.8573234885698184e-05
Steps = 7700, loss = 2.744939411059022e-05
Steps = 7800, loss = 2.619796578073874e-05
Steps = 7900, loss = 2.531952122808434e-05
Steps = 8000, loss = 2.337776641070377e-05
Steps = 8100, loss = 2.3092321498552337e-05
Steps = 8200, loss = 2.08849050977733e-05
Steps = 8300, loss = 2.0968725948478095e-05
Steps = 8400, loss = 1.971100027731154e-05
Steps = 8500, loss = 1.849704494816251e-05
Steps = 8600, loss = 1.7369700799463317e-05
Steps = 8700, loss = 1.644887015572749e-05
Steps = 8800, loss = 1.5910813090158626e-05
Steps = 8900, loss = 1.4893823390593752e-05
Steps = 9000, loss = 1.450546824344201e-05
Steps = 9100, loss = 1.353318293695338e-05
Steps = 9200, loss = 1.3137840142007917e-05
Steps = 9300, loss = 1.232992872246541e-05
Steps = 9400, loss = 1.165217054222012e-05
Steps = 9500, loss = 1.1118995644210372e-05
Steps = 9600, loss = 1.0287797522323672e-05
Steps = 9700, loss = 9.986750228563324e-06
Steps = 9800, loss = 9.433317245566286e-06
Steps = 9900, loss = 9.15322652872419e-06
Steps = 10000, loss = 8.57977011037292e-06
Steps = 10100, loss = 8.005382369447034e-06
Steps = 10200, loss = 7.724124770902563e-06
Steps = 10300, loss = 7.2235416155308485e-06
Steps = 10400, loss = 7.015392839093693e-06
Steps = 10500, loss = 6.53460165267461e-06
Steps = 10600, loss = 6.275929081311915e-06
Steps = 10700, loss = 6.011667665006826e-06
Steps = 10800, loss = 5.722029982280219e-06
Steps = 10900, loss = 5.532738668989623e-06
Steps = 11000, loss = 5.282446636556415e-06
Steps = 11100, loss = 4.805844127986347e-06
Steps = 11200, loss = 4.627962425729493e-06
Steps = 11300, loss = 4.3774384721473325e-06
Steps = 11400, loss = 4.228195393807255e-06
Steps = 11500, loss = 3.961372385674622e-06
Steps = 11600, loss = 3.704793698489084e-06
Steps = 11700, loss = 3.602348670028732e-06
Steps = 11800, loss = 3.4631161724973936e-06
Steps = 11900, loss = 3.289192136435304e-06
Steps = 12000, loss = 3.087794311795733e-06
Steps = 12100, loss = 2.8924500838911626e-06
Steps = 12200, loss = 2.754847400865401e-06
Steps = 12300, loss = 2.6386660465504974e-06
Steps = 12400, loss = 2.5324955004180083e-06
Steps = 12500, loss = 2.400713810857269e-06
Steps = 12600, loss = 2.298035724379588e-06
Steps = 12700, loss = 2.162295459129382e-06
Steps = 12800, loss = 2.0374984615045832e-06
Steps = 12900, loss = 1.901059931697091e-06
Steps = 13000, loss = 1.7946571233551367e-06
Steps = 13100, loss = 1.7308618680544896e-06
Steps = 13200, loss = 1.608858610779862e-06
Steps = 13300, loss = 1.592560465724091e-06
Steps = 13400, loss = 1.4782409607505542e-06
Steps = 13500, loss = 1.400242695126508e-06
Steps = 13600, loss = 1.3285310842547915e-06
Steps = 13700, loss = 1.2607773669515154e-06
Steps = 13800, loss = 1.2116502148273867e-06
Steps = 13900, loss = 1.1380758451196016e-06
Steps = 14000, loss = 1.0656655149432481e-06
Steps = 14100, loss = 1.0211949756921967e-06
Steps = 14200, loss = 9.58097871261998e-07
Steps = 14300, loss = 9.194480981022934e-07
Steps = 14400, loss = 8.759087677390198e-07
Steps = 14500, loss = 8.367932196051697e-07
Steps = 14600, loss = 7.993074859768967e-07
Steps = 14700, loss = 7.487832931474259e-07
Steps = 14800, loss = 6.93136769314151e-07
Steps = 14900, loss = 6.712506888106873e-07
Steps = 15000, loss = 6.388872293427994e-07
Steps = 15100, loss = 5.974433747724106e-07
Steps = 15200, loss = 5.685723749593308e-07
Steps = 15300, loss = 5.157198188499024e-07
Steps = 15400, loss = 4.938337383464386e-07
Steps = 15500, loss = 4.749744846321846e-07
Steps = 15600, loss = 4.551838799216057e-07
Steps = 15700, loss = 4.230532510973717e-07
Steps = 15800, loss = 4.0722076732890855e-07
Steps = 15900, loss = 3.86731670687368e-07
Steps = 16000, loss = 3.6507842082755815e-07
Steps = 16100, loss = 3.4272667903678666e-07
Steps = 16200, loss = 3.164168163038994e-07
Steps = 16300, loss = 3.0361113090293657e-07
Steps = 16400, loss = 2.912711067892815e-07
Steps = 16500, loss = 2.740416391588951e-07
Steps = 16600, loss = 2.6612539727466356e-07
Steps = 16700, loss = 2.6146878440158616e-07
Steps = 16800, loss = 2.3189930686839944e-07
Steps = 16900, loss = 2.307351536501301e-07
Steps = 17000, loss = 2.1466983923801308e-07
Steps = 17100, loss = 2.007000006187809e-07
Steps = 17200, loss = 1.9092111358531838e-07
Steps = 17300, loss = 1.8556600878127938e-07
Steps = 17400, loss = 1.7439013788589364e-07
Steps = 17500, loss = 1.585576541174305e-07
Steps = 17600, loss = 1.5110707352050667e-07
Steps = 17700, loss = 1.448206461418522e-07
Steps = 17800, loss = 1.4202667841800576e-07
Steps = 17900, loss = 1.3760289618858224e-07
Steps = 18000, loss = 1.3038514623531228e-07
Steps = 18100, loss = 1.294538236606968e-07
Steps = 18200, loss = 1.1897645180170002e-07
Steps = 18300, loss = 1.1920928244535389e-07
Steps = 18400, loss = 1.1175870184843006e-07
Steps = 18500, loss = 1.015141535276598e-07
Steps = 18600, loss = 9.639187936727467e-08
Steps = 18700, loss = 8.987262134496632e-08
Steps = 18800, loss = 8.125788752977314e-08
Steps = 18900, loss = 1.3763649463653564
Steps = 19000, loss = 0.09252775460481644
Steps = 19100, loss = 0.01242745853960514
Steps = 19200, loss = 0.004328310023993254
Steps = 19300, loss = 0.0029689341317862272
Steps = 19400, loss = 0.002219144022092223
Steps = 19500, loss = 0.001831676228903234
Steps = 19600, loss = 0.0014636589912697673
Steps = 19700, loss = 0.0012205688981339335
Steps = 19800, loss = 0.0010745684849098325
Steps = 19900, loss = 0.0009313571499660611
Validation accuracy: 0.9986979166666666 (got 1534 right out of 1536)
