LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.814789295196533
Steps = 9800, loss = 7.116208962543169e-06
Steps = 9900, loss = 6.739491709595313e-06
Steps = 10000, loss = 6.409574780263938e-06
Steps = 10100, loss = 6.123893854237394e-06
Steps = 10200, loss = 5.713415248465026e-06
Steps = 10300, loss = 5.484077973960666e-06
Steps = 10400, loss = 5.16533373229322e-06
Steps = 10500, loss = 4.858231477555819e-06
Steps = 10600, loss = 4.640302904590499e-06
Steps = 10700, loss = 4.391176389617613e-06
Steps = 10800, loss = 4.209103281027637e-06
Steps = 10900, loss = 3.96300265492755e-06
Steps = 11000, loss = 3.7688223528675735e-06
Steps = 11100, loss = 3.5602063235273818e-06
Steps = 11200, loss = 3.379763256816659e-06
Steps = 11300, loss = 3.177899998263456e-06
Steps = 11400, loss = 3.0188768960215384e-06
Steps = 11500, loss = 2.8873278097307775e-06
Steps = 11600, loss = 2.7446030799183063e-06
Steps = 11700, loss = 2.583485638751881e-06
Steps = 11800, loss = 2.480109287716914e-06
Steps = 11900, loss = 2.3192235403257655e-06
Steps = 12000, loss = 2.2214346699911403e-06
Steps = 12100, loss = 2.0847630821663188e-06
Steps = 12200, loss = 1.9748677004827186e-06
Steps = 12300, loss = 1.8870907751988852e-06
Steps = 12400, loss = 1.7948900676856283e-06
Steps = 12500, loss = 1.7066477084881626e-06
Steps = 12600, loss = 1.6053662648118916e-06
Steps = 12700, loss = 1.5357500160462223e-06
Steps = 12800, loss = 1.4663664842373691e-06
Steps = 12900, loss = 1.3576346873378498e-06
Steps = 13000, loss = 1.2882514965895098e-06
Steps = 13100, loss = 1.2214291018608492e-06
Steps = 13200, loss = 1.171137796518451e-06
Steps = 13300, loss = 1.107109369513637e-06
Steps = 13400, loss = 1.0519285069676698e-06
Steps = 13500, loss = 9.899956694425782e-07
Steps = 13600, loss = 9.362118476019532e-07
Steps = 13700, loss = 8.870846386344056e-07
Steps = 13800, loss = 8.393543566853623e-07
Steps = 13900, loss = 7.909256396487763e-07
Steps = 14000, loss = 7.566995350316574e-07
Steps = 14100, loss = 7.154885111049225e-07
Steps = 14200, loss = 6.798654226258805e-07
Steps = 14300, loss = 6.41448366422992e-07
Steps = 14400, loss = 6.027984795764496e-07
Steps = 14500, loss = 5.632172701552918e-07
Steps = 14600, loss = 5.424953428700974e-07
Steps = 14700, loss = 5.022156415179779e-07
Steps = 14800, loss = 4.861503271058609e-07
Steps = 14900, loss = 4.519242509104515e-07
Steps = 15000, loss = 4.3166798491256486e-07
Steps = 15100, loss = 4.1187738020198594e-07
Steps = 15200, loss = 3.837048723198677e-07
Steps = 15300, loss = 3.6042180795448076e-07
Steps = 15400, loss = 3.4668479997890245e-07
Steps = 15500, loss = 3.2596287269370805e-07
Steps = 15600, loss = 3.0384396154659044e-07
Steps = 15700, loss = 2.9359941322582017e-07
Steps = 15800, loss = 2.793967439629341e-07
Steps = 15900, loss = 2.610031231142784e-07
Steps = 16000, loss = 2.542510344483162e-07
Steps = 16100, loss = 2.337619520176304e-07
Steps = 16200, loss = 2.2281891176589852e-07
Steps = 16300, loss = 2.1792946824916726e-07
Steps = 16400, loss = 2.053566134918583e-07
Steps = 16500, loss = 1.9394791195281869e-07
Steps = 16600, loss = 1.9255092809089547e-07
Steps = 16700, loss = 1.7555429110416298e-07
Steps = 16800, loss = 1.7741693625339394e-07
Steps = 16900, loss = 1.6903503308185464e-07
Steps = 17000, loss = 1.6833654115089303e-07
Steps = 17100, loss = 1.5692783961185341e-07
Steps = 17200, loss = 1.478474445093525e-07
Steps = 17300, loss = 1.4202667841800576e-07
Steps = 17400, loss = 1.417938477743519e-07
Steps = 17500, loss = 1.3131646880992776e-07
Steps = 17600, loss = 1.3341194460281258e-07
Steps = 17700, loss = 1.224689043510807e-07
Steps = 17800, loss = 1.1385417764131489e-07
Steps = 17900, loss = 1.0966322605554524e-07
Steps = 18000, loss = 1.1012888734285298e-07
Steps = 18100, loss = 9.895301644746723e-08
Steps = 18200, loss = 9.732320194189015e-08
Steps = 18300, loss = 9.452923421804371e-08
Steps = 18400, loss = 8.288770203535023e-08
Steps = 18500, loss = 8.638016169015827e-08
Steps = 18600, loss = 7.613561336938801e-08
Steps = 18700, loss = 7.171183113996449e-08
Steps = 18800, loss = 7.357447628919545e-08
Steps = 18900, loss = 6.752087955419483e-08
Steps = 19000, loss = 5.9604641222676946e-08
Steps = 19100, loss = 6.519257311765614e-08
Steps = 19200, loss = 0.888491153717041
Steps = 19300, loss = 0.02048489823937416
Steps = 19400, loss = 0.011496390216052532
Steps = 19500, loss = 0.0033911371137946844
Steps = 19600, loss = 0.002431923057883978
Steps = 19700, loss = 0.0018741004168987274
Steps = 19800, loss = 0.0015714009059593081
Steps = 19900, loss = 0.0013937363401055336
Validation accuracy: 0.9986979166666666 (got 1534 right out of 1536)
