LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.809493541717529
Steps = 6300, loss = 5.7874298363458365e-05
Steps = 6400, loss = 5.4880278185009956e-05
Steps = 6500, loss = 5.153261008672416e-05
Steps = 6600, loss = 4.9118742026621476e-05
Steps = 6700, loss = 4.6376153477467597e-05
Steps = 6800, loss = 4.471265492611565e-05
Steps = 6900, loss = 4.154257840127684e-05
Steps = 7000, loss = 3.990375262219459e-05
Steps = 7100, loss = 3.908725193468854e-05
Steps = 7200, loss = 3.659256981336512e-05
Steps = 7300, loss = 3.512579860398546e-05
Steps = 7400, loss = 3.2258358260151e-05
Steps = 7500, loss = 3.0952924134908244e-05
Steps = 7600, loss = 2.9649805583176203e-05
Steps = 7700, loss = 2.8268934329389594e-05
Steps = 7800, loss = 2.7193756977794692e-05
Steps = 7900, loss = 2.571369259385392e-05
Steps = 8000, loss = 2.3819895432097837e-05
Steps = 8100, loss = 2.337101432203781e-05
Steps = 8200, loss = 2.228372250101529e-05
Steps = 8300, loss = 2.0817851691390388e-05
Steps = 8400, loss = 1.9768738638958894e-05
Steps = 8500, loss = 1.8777132936520502e-05
Steps = 8600, loss = 1.8112647012458183e-05
Steps = 8700, loss = 1.679881097516045e-05
Steps = 8800, loss = 1.6115696780616418e-05
Steps = 8900, loss = 1.5096382412593812e-05
Steps = 9000, loss = 1.4365306924446486e-05
Steps = 9100, loss = 1.4059605746297166e-05
Steps = 9200, loss = 1.3138772374077234e-05
Steps = 9300, loss = 1.2193027941975743e-05
Steps = 9400, loss = 1.1814217032224406e-05
Steps = 9500, loss = 1.138465177064063e-05
Steps = 9600, loss = 1.0861487680813298e-05
Steps = 9700, loss = 1.0299207133357413e-05
Steps = 9800, loss = 9.673595741332974e-06
Steps = 9900, loss = 9.306892025051638e-06
Steps = 10000, loss = 8.654741577629466e-06
Steps = 10100, loss = 8.141121725202538e-06
Steps = 10200, loss = 7.642634045623709e-06
Steps = 10300, loss = 7.568596174678532e-06
Steps = 10400, loss = 7.119932433852227e-06
Steps = 10500, loss = 6.827034667367116e-06
Steps = 10600, loss = 6.403052793757524e-06
Steps = 10700, loss = 5.922495347476797e-06
Steps = 10800, loss = 5.771388259745436e-06
Steps = 10900, loss = 5.455206519400235e-06
Steps = 11000, loss = 5.2575333029381e-06
Steps = 11100, loss = 4.912946224067127e-06
Steps = 11200, loss = 4.709453605755698e-06
Steps = 11300, loss = 4.514574357017409e-06
Steps = 11400, loss = 4.286403054720722e-06
Steps = 11500, loss = 3.952291990572121e-06
Steps = 11600, loss = 3.7085192161612213e-06
Steps = 11700, loss = 3.7092174807185074e-06
Steps = 11800, loss = 3.362766392456251e-06
Steps = 11900, loss = 3.2600885333522456e-06
Steps = 12000, loss = 3.155780404995312e-06
Steps = 12100, loss = 2.9539173738157842e-06
Steps = 12200, loss = 2.880110287151183e-06
Steps = 12300, loss = 2.6754526061267825e-06
Steps = 12400, loss = 2.4787116217339644e-06
Steps = 12500, loss = 2.437501279928256e-06
Steps = 12600, loss = 2.278943838973646e-06
Steps = 12700, loss = 2.175334202547674e-06
Steps = 12800, loss = 2.06078152586997e-06
Steps = 12900, loss = 1.929930931510171e-06
Steps = 13000, loss = 1.8225966869067634e-06
Steps = 13100, loss = 1.7511176793050254e-06
Steps = 13200, loss = 1.7008266013363027e-06
Steps = 13300, loss = 1.554143636894878e-06
Steps = 13400, loss = 1.5106041928447667e-06
Steps = 13500, loss = 1.4202661304807407e-06
Steps = 13600, loss = 1.3476231970344088e-06
Steps = 13700, loss = 1.2989614788239123e-06
Steps = 13800, loss = 1.2230589163664263e-06
Steps = 13900, loss = 1.1431981192799867e-06
Steps = 14000, loss = 1.108739184019214e-06
Steps = 14100, loss = 1.0370273457738222e-06
Steps = 14200, loss = 1.0156069265576662e-06
Steps = 14300, loss = 9.22474782782956e-07
Steps = 14400, loss = 8.749774451644043e-07
Steps = 14500, loss = 8.563509936720948e-07
Steps = 14600, loss = 7.948837037474732e-07
Steps = 14700, loss = 7.43195357699733e-07
Steps = 14800, loss = 7.087364224389603e-07
Steps = 14900, loss = 6.684567210868408e-07
Steps = 15000, loss = 6.344634471133759e-07
Steps = 15100, loss = 6.025656489327957e-07
Steps = 15200, loss = 5.685723749593308e-07
Steps = 15300, loss = 5.224719075158646e-07
Steps = 15400, loss = 4.98490351219516e-07
Steps = 15500, loss = 4.782340852216294e-07
Steps = 15600, loss = 4.589091702200676e-07
Steps = 15700, loss = 4.3096949298160325e-07
Steps = 15800, loss = 4.0652227539794694e-07
Steps = 15900, loss = 3.9278526742236863e-07
Steps = 16000, loss = 3.662425740458275e-07
Steps = 16100, loss = 3.5599802572505723e-07
Steps = 16200, loss = 3.3969988066928636e-07
Steps = 16300, loss = 3.094318969942833e-07
Steps = 16400, loss = 3.017484857537056e-07
Steps = 16500, loss = 2.7474013108985673e-07
Steps = 16600, loss = 2.6775521178024064e-07
Steps = 16700, loss = 2.5006008286254655e-07
Steps = 16800, loss = 2.3702158102878457e-07
Steps = 16900, loss = 2.2328457305320626e-07
Steps = 17000, loss = 2.0791775057205086e-07
Steps = 17100, loss = 2.0209698448070412e-07
Steps = 17200, loss = 1.9138677487262612e-07
Steps = 17300, loss = 1.7671844432243233e-07
Steps = 17400, loss = 1.6833654115089303e-07
Steps = 17500, loss = 1.6717238793262368e-07
Steps = 17600, loss = 1.5599651703723794e-07
Steps = 17700, loss = 1.4225950906165963e-07
Steps = 17800, loss = 1.3294628331550484e-07
Steps = 17900, loss = 1.3108363816627389e-07
Steps = 18000, loss = 1.234002269256962e-07
Steps = 18100, loss = 1.194421059835804e-07
Steps = 18200, loss = 1.2130475113281136e-07
Steps = 18300, loss = 1.1315568571035328e-07
Steps = 18400, loss = 1.1199153249208393e-07
Steps = 18500, loss = 1.0407529060785237e-07
Steps = 18600, loss = 1.0291113738958302e-07
Steps = 18700, loss = 9.755603258554402e-08
Steps = 18800, loss = 9.196809713785115e-08
Steps = 18900, loss = 8.987262134496632e-08
Steps = 19000, loss = 7.683410530034962e-08
Steps = 19100, loss = 7.706693594400349e-08
Steps = 19200, loss = 7.613561336938801e-08
Steps = 19300, loss = 5.681067349883051e-08
Steps = 19400, loss = 6.146728281919422e-08
Steps = 19500, loss = 5.098990740748377e-08
Steps = 19600, loss = 5.3318213844022466e-08
Steps = 19700, loss = 4.7497447752675725e-08
Steps = 19800, loss = 3.8649535179138184
Steps = 19900, loss = 0.47696763277053833
Validation accuracy: 0.962890625 (got 1479 right out of 1536)
