LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.810659885406494
Steps = 18500, loss = 9.08039439195818e-08
Steps = 18600, loss = 8.54488391155428e-08
Steps = 18700, loss = 8.358619396631184e-08
Steps = 18800, loss = 7.171183113996449e-08
Steps = 18900, loss = 7.124616985265675e-08
Steps = 19000, loss = 6.426125054304066e-08
Steps = 19100, loss = 5.587935092421503e-08
Steps = 19200, loss = 5.3551044487676336e-08
Steps = 19300, loss = 4.8195939683637334e-08
Steps = 19400, loss = 4.260800423594446e-08
Steps = 19500, loss = 4.633329453440638e-08
Steps = 19600, loss = 4.00468671557519e-08
Steps = 19700, loss = 4.8428770327291204e-08
Steps = 19800, loss = 3.4924592995366766e-08
Steps = 19900, loss = 3.4226101064405157e-08
Steps = 20000, loss = 4.0512528443059637e-08
Test accuracy: 1.0 (got 1536 right out of 1536)
