LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.788517951965332
Steps = 8600, loss = 3.427785122767091e-05
Steps = 8700, loss = 3.29070353473071e-05
Steps = 8800, loss = 3.1146926630754024e-05
Steps = 8900, loss = 2.847994983312674e-05
Steps = 9000, loss = 2.6356861781096086e-05
Steps = 9100, loss = 2.6794568839250132e-05
Steps = 9200, loss = 2.5170627850457095e-05
Steps = 9300, loss = 2.3692908143857494e-05
Steps = 9400, loss = 2.258609310956672e-05
Steps = 9500, loss = 2.1529747755266726e-05
Steps = 9600, loss = 2.053442585747689e-05
Steps = 9700, loss = 1.864973637566436e-05
Steps = 9800, loss = 1.7650914742262103e-05
Steps = 9900, loss = 1.6827167200972326e-05
Steps = 10000, loss = 1.6023686839616857e-05
Steps = 10100, loss = 1.6093299564090557e-05
Steps = 10200, loss = 1.5101230019354261e-05
Steps = 10300, loss = 1.404978956998093e-05
Steps = 10400, loss = 1.3347129424801096e-05
Steps = 10500, loss = 1.2858424270234536e-05
Steps = 10600, loss = 1.2267973943380639e-05
Steps = 10700, loss = 1.14093109004898e-05
Steps = 10800, loss = 1.0890338671742938e-05
Steps = 10900, loss = 1.0196983566856943e-05
Steps = 11000, loss = 9.688950740383007e-06
Steps = 11100, loss = 8.740878001844976e-06
Steps = 11200, loss = 8.786512808001135e-06
Steps = 11300, loss = 8.195595000870526e-06
Steps = 11400, loss = 8.386744411836844e-06
Steps = 11500, loss = 7.661718882445712e-06
Steps = 11600, loss = 6.814921562181553e-06
Steps = 11700, loss = 6.816086624894524e-06
Steps = 11800, loss = 6.630288226006087e-06
Steps = 11900, loss = 5.868242624273989e-06
Steps = 12000, loss = 5.864747436135076e-06
Steps = 12100, loss = 5.613758276012959e-06
Steps = 12200, loss = 5.36393281436176e-06
Steps = 12300, loss = 5.022606273996644e-06
Steps = 12400, loss = 4.755085683427751e-06
Steps = 12500, loss = 4.722023277281551e-06
Steps = 12600, loss = 4.011661985714454e-06
Steps = 12700, loss = 3.921556071873056e-06
Steps = 12800, loss = 3.7108461583557073e-06
Steps = 12900, loss = 3.64728293789085e-06
Steps = 13000, loss = 3.475920038908953e-06
Steps = 13100, loss = 3.2063037451735e-06
Steps = 13200, loss = 2.9869777335989056e-06
Steps = 13300, loss = 2.9122400064807152e-06
Steps = 13400, loss = 2.7632293040369404e-06
Steps = 13500, loss = 2.5660226583568146e-06
Steps = 13600, loss = 2.477547468515695e-06
Steps = 13700, loss = 2.394193643340259e-06
Steps = 13800, loss = 2.2388960587704787e-06
Steps = 13900, loss = 2.135054273821879e-06
Steps = 14000, loss = 2.034238832493429e-06
Steps = 14100, loss = 2.0230625068506924e-06
Steps = 14200, loss = 1.9343542589922436e-06
Steps = 14300, loss = 1.7762631614459679e-06
Steps = 14400, loss = 1.6265532849502051e-06
Steps = 14500, loss = 1.5280661500582937e-06
Steps = 14600, loss = 1.5031536122478428e-06
Steps = 14700, loss = 1.396982952428516e-06
Steps = 14800, loss = 1.3855739098289632e-06
Steps = 14900, loss = 1.186038844025461e-06
Steps = 15000, loss = 1.1448277064118884e-06
Steps = 15100, loss = 1.134350441134302e-06
Steps = 15200, loss = 1.0929065865639132e-06
Steps = 15300, loss = 1.030507974064676e-06
Steps = 15400, loss = 9.837090146902483e-07
Steps = 15500, loss = 9.343490887658845e-07
Steps = 15600, loss = 8.891800007404527e-07
Steps = 15700, loss = 8.258501793534379e-07
Steps = 15800, loss = 7.876659537942032e-07
Steps = 15900, loss = 7.634515668542008e-07
Steps = 16000, loss = 6.922053898961167e-07
Steps = 16100, loss = 6.512271966130356e-07
Steps = 16200, loss = 6.144400117591431e-07
Steps = 16300, loss = 6.176995839268784e-07
Steps = 16400, loss = 5.748588023379853e-07
Steps = 16500, loss = 5.336477784112503e-07
Steps = 16600, loss = 5.117616979077866e-07
Steps = 16700, loss = 5.029141334489395e-07
Steps = 16800, loss = 4.733446701266075e-07
Steps = 16900, loss = 4.544853879906441e-07
Steps = 17000, loss = 4.144385172821785e-07
Steps = 17100, loss = 4.051252915360237e-07
Steps = 17200, loss = 3.913882835604454e-07
Steps = 17300, loss = 3.5203990478294145e-07
Steps = 17400, loss = 3.3969988066928636e-07
Steps = 17500, loss = 3.0617226798312913e-07
Steps = 17600, loss = 3.0989755828159105e-07
Steps = 17700, loss = 2.803280665375496e-07
Steps = 17800, loss = 2.7520579237716447e-07
Steps = 17900, loss = 2.5099140543716203e-07
Steps = 18000, loss = 2.4400648612754594e-07
Steps = 18100, loss = 2.260785407770527e-07
Steps = 18200, loss = 2.1327285537608986e-07
Steps = 18300, loss = 2.1932645211109048e-07
Steps = 18400, loss = 1.96974710320319e-07
Steps = 18500, loss = 1.9441357324012642e-07
Steps = 18600, loss = 1.816078878391636e-07
Steps = 18700, loss = 1.685693717945469e-07
Steps = 18800, loss = 1.655425734270466e-07
Steps = 18900, loss = 1.632142669905079e-07
Steps = 19000, loss = 1.532025493133915e-07
Steps = 19100, loss = 1.448206461418522e-07
Steps = 19200, loss = 1.3923271069415932e-07
Steps = 19300, loss = 1.317821300972355e-07
Steps = 19400, loss = 1.240987188566578e-07
Steps = 19500, loss = 1.1269002442304554e-07
Steps = 19600, loss = 1.1129304056112233e-07
Steps = 19700, loss = 1.0547227446977558e-07
Steps = 19800, loss = 1.0756775026266041e-07
Steps = 19900, loss = 9.988433902208271e-08
Validation accuracy: 1.0 (got 1536 right out of 1536)
