LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.656196594238281
Steps = 11500, loss = 3.2966427170322277e-06
Steps = 11600, loss = 3.119692109976313e-06
Steps = 11700, loss = 3.0249302653828636e-06
Steps = 11800, loss = 2.9068851290503517e-06
Steps = 11900, loss = 2.787677203741623e-06
Steps = 12000, loss = 2.591168595245108e-06
Steps = 12100, loss = 2.4796433990559308e-06
Steps = 12200, loss = 2.317593498446513e-06
Steps = 12300, loss = 2.231446160294581e-06
Steps = 12400, loss = 2.0961717837053584e-06
Steps = 12500, loss = 2.0218985810060985e-06
Steps = 12600, loss = 1.885692995529098e-06
Steps = 12700, loss = 1.782316985554644e-06
Steps = 12800, loss = 1.704318947304273e-06
Steps = 12900, loss = 1.6090914414235158e-06
Steps = 13000, loss = 1.498962774348911e-06
Steps = 13100, loss = 1.4381940900420886e-06
Steps = 13200, loss = 1.3883683323001605e-06
Steps = 13300, loss = 1.2926751651320956e-06
Steps = 13400, loss = 1.2351662235232652e-06
Steps = 13500, loss = 1.1767256182793062e-06
Steps = 13600, loss = 1.1054795550080598e-06
Steps = 13700, loss = 1.0482033303560456e-06
Steps = 13800, loss = 9.97679080683156e-07
Steps = 13900, loss = 9.511130087958009e-07
Steps = 14000, loss = 8.9337106601306e-07
Steps = 14100, loss = 8.351634050995926e-07
Steps = 14200, loss = 7.955821956784348e-07
Steps = 14300, loss = 7.525085834458878e-07
Steps = 14400, loss = 7.108318982318451e-07
Steps = 14500, loss = 6.894114790156891e-07
Steps = 14600, loss = 6.451736567214539e-07
Steps = 14700, loss = 6.176996407702973e-07
Steps = 14800, loss = 5.650799153045227e-07
Steps = 14900, loss = 5.452893105939438e-07
Steps = 15000, loss = 5.129258511260559e-07
Steps = 15100, loss = 4.805623916581681e-07
Steps = 15200, loss = 4.544853879906441e-07
Steps = 15300, loss = 4.360917671419884e-07
Steps = 15400, loss = 4.300381704069878e-07
Steps = 15500, loss = 4.0326264638679277e-07
Steps = 15600, loss = 3.8440336425082933e-07
Steps = 15700, loss = 3.532040580012108e-07
Steps = 15800, loss = 3.2526438076274644e-07
Steps = 15900, loss = 3.124586953617836e-07
Steps = 16000, loss = 3.01049993822744e-07
Steps = 16100, loss = 2.894084616400505e-07
Steps = 16200, loss = 2.633314295508171e-07
Steps = 16300, loss = 2.521555586554314e-07
Steps = 16400, loss = 2.3469327459224587e-07
Steps = 16500, loss = 2.2631137142070656e-07
Steps = 16600, loss = 2.1420417795070534e-07
Steps = 16700, loss = 2.007000006187809e-07
Steps = 16800, loss = 1.9627621838935738e-07
Steps = 16900, loss = 1.7974524268993264e-07
Steps = 17000, loss = 1.7485579917320138e-07
Steps = 17100, loss = 1.608859605539692e-07
Steps = 17200, loss = 1.5459953317531472e-07
Steps = 17300, loss = 1.4994292030223733e-07
Steps = 17400, loss = 1.4156101713069802e-07
Steps = 17500, loss = 1.3620591232665902e-07
Steps = 17600, loss = 1.3434326717742806e-07
Steps = 17700, loss = 1.2805683979877358e-07
Steps = 17800, loss = 1.2293456563838845e-07
Steps = 17900, loss = 1.1990776727088814e-07
Steps = 18000, loss = 1.1501833085958424e-07
Steps = 18100, loss = 1.1385417764131489e-07
Steps = 18200, loss = 1.0291113738958302e-07
Steps = 18300, loss = 2.0434272289276123
Steps = 18400, loss = 0.09184844046831131
Steps = 18500, loss = 0.010951782576739788
Steps = 18600, loss = 0.004241126589477062
Steps = 18700, loss = 0.0030231166165322065
Steps = 18800, loss = 0.002226173412054777
Steps = 18900, loss = 0.001741145271807909
Steps = 19000, loss = 0.0014382628723978996
Steps = 19100, loss = 0.0012120947940275073
Steps = 19200, loss = 0.001022026059217751
Steps = 19300, loss = 0.0009229513816535473
Steps = 19400, loss = 0.0007913750014267862
Steps = 19500, loss = 0.0007327862549573183
Steps = 19600, loss = 0.0006263398681767285
Steps = 19700, loss = 0.0005897647351957858
Steps = 19800, loss = 0.0005319121410138905
Steps = 19900, loss = 0.0004678910772781819
Validation accuracy: 1.0 (got 1536 right out of 1536)
