LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.656124114990234
Steps = 6100, loss = 1.2950618267059326
Steps = 6200, loss = 0.07088737934827805
Steps = 6300, loss = 0.18321456015110016
Steps = 6400, loss = 4.5395894050598145
Steps = 6500, loss = 0.2800405025482178
Steps = 6600, loss = 0.11639539152383804
Steps = 6700, loss = 0.33393821120262146
Steps = 6800, loss = 0.06976057589054108
Steps = 6900, loss = 0.5733943581581116
Steps = 7000, loss = 0.07724831253290176
Steps = 7100, loss = 0.07450584322214127
Steps = 7200, loss = 0.6424965858459473
Steps = 7300, loss = 0.0772634744644165
Steps = 7400, loss = 0.12519098818302155
Steps = 7500, loss = 0.34877368807792664
Steps = 7600, loss = 0.07336386293172836
Steps = 7700, loss = 0.1872541606426239
Steps = 7800, loss = 0.07775142788887024
Steps = 7900, loss = 0.08031824976205826
Steps = 8000, loss = 0.3808319866657257
Steps = 8100, loss = 0.07318861782550812
Steps = 8200, loss = 0.48385587334632874
Steps = 8300, loss = 0.12940338253974915
Steps = 8400, loss = 0.1185271143913269
Steps = 8500, loss = 1.6529375314712524
Steps = 8600, loss = 0.1202896386384964
Steps = 8700, loss = 0.07693326473236084
Steps = 8800, loss = 0.07919523864984512
Steps = 8900, loss = 0.655704140663147
Steps = 9000, loss = 0.08084719628095627
Steps = 9100, loss = 0.08507312834262848
Steps = 9200, loss = 0.5898280143737793
Steps = 9300, loss = 0.07880469411611557
Steps = 9400, loss = 0.1544332206249237
Steps = 9500, loss = 1.2246896028518677
Steps = 9600, loss = 0.07575730234384537
Steps = 9700, loss = 0.08946245163679123
Steps = 9800, loss = 0.3709023594856262
Steps = 9900, loss = 1.274024486541748
Steps = 10000, loss = 0.14231619238853455
Steps = 10100, loss = 0.36985814571380615
Steps = 10200, loss = 0.11638276278972626
Steps = 10300, loss = 0.8893062472343445
Steps = 10400, loss = 0.08164995908737183
Steps = 10500, loss = 0.730309784412384
Steps = 10600, loss = 0.0863504633307457
Steps = 10700, loss = 0.11172865331172943
Steps = 10800, loss = 1.4772454500198364
Steps = 10900, loss = 0.13789312541484833
Steps = 11000, loss = 3.1287131309509277
Steps = 11100, loss = 0.07602312415838242
Steps = 11200, loss = 0.07686151564121246
Steps = 11300, loss = 0.6333696842193604
Steps = 11400, loss = 0.08295049518346786
Steps = 11500, loss = 0.10236463695764542
Steps = 11600, loss = 0.3843446969985962
Steps = 11700, loss = 0.07398703694343567
Steps = 11800, loss = 0.11160986870527267
Steps = 11900, loss = 0.34710514545440674
Steps = 12000, loss = 0.07447344064712524
Steps = 12100, loss = 0.08095595240592957
Steps = 12200, loss = 0.17310881614685059
Steps = 12300, loss = 0.0775689110159874
Steps = 12400, loss = 0.19604988396167755
Steps = 12500, loss = 0.09025269746780396
Steps = 12600, loss = 0.0826525092124939
Steps = 12700, loss = 1.5328975915908813
Steps = 12800, loss = 0.14935927093029022
Steps = 12900, loss = 0.1654558628797531
Steps = 13000, loss = 1.6836342811584473
Steps = 13100, loss = 0.08635509759187698
Steps = 13200, loss = 0.12186437845230103
Steps = 13300, loss = 0.14585748314857483
Steps = 13400, loss = 0.17051833868026733
Steps = 13500, loss = 0.10400019586086273
Steps = 13600, loss = 0.2236127257347107
Steps = 13700, loss = 0.07873222976922989
Steps = 13800, loss = 0.08989548683166504
Steps = 13900, loss = 0.10194551944732666
Steps = 14000, loss = 0.946742832660675
Steps = 14100, loss = 0.08015574514865875
Steps = 14200, loss = 0.1046556681394577
Steps = 14300, loss = 1.8556386232376099
Steps = 14400, loss = 0.14379379153251648
Steps = 14500, loss = 0.19290192425251007
Steps = 14600, loss = 0.08415600657463074
Steps = 14700, loss = 0.078291155397892
Steps = 14800, loss = 0.08364532887935638
Steps = 14900, loss = 0.09624819457530975
Steps = 15000, loss = 0.24769486486911774
Steps = 15100, loss = 0.0828532874584198
Steps = 15200, loss = 0.08538307249546051
Steps = 15300, loss = 0.10466659814119339
Steps = 15400, loss = 0.44196274876594543
Steps = 15500, loss = 0.09089823067188263
Steps = 15600, loss = 0.08965300023555756
Steps = 15700, loss = 0.1852906197309494
Steps = 15800, loss = 0.07422233372926712
Steps = 15900, loss = 0.07795403897762299
Steps = 16000, loss = 0.22607868909835815
Steps = 16100, loss = 0.08483494073152542
Steps = 16200, loss = 0.07980719953775406
Steps = 16300, loss = 0.31673505902290344
Steps = 16400, loss = 0.08509661257266998
Steps = 16500, loss = 0.16873422265052795
Steps = 16600, loss = 0.4056965112686157
Steps = 16700, loss = 0.0767849013209343
Steps = 16800, loss = 0.2246788889169693
Steps = 16900, loss = 0.08258919417858124
Steps = 17000, loss = 0.08301462978124619
Steps = 17100, loss = 0.12991632521152496
Steps = 17200, loss = 0.9882930517196655
Steps = 17300, loss = 0.0836535096168518
Steps = 17400, loss = 0.09106506407260895
Steps = 17500, loss = 0.15890754759311676
Steps = 17600, loss = 0.1746780276298523
Steps = 17700, loss = 1.3907825946807861
Steps = 17800, loss = 0.08141128718852997
Steps = 17900, loss = 0.1881573498249054
Steps = 18000, loss = 0.4273952841758728
Steps = 18100, loss = 1.7803853750228882
Steps = 18200, loss = 0.08131280541419983
Steps = 18300, loss = 0.08276383578777313
Steps = 18400, loss = 0.1950136423110962
Steps = 18500, loss = 0.08759170025587082
Steps = 18600, loss = 0.08753913640975952
Steps = 18700, loss = 0.4418657720088959
Steps = 18800, loss = 1.4018696546554565
Steps = 18900, loss = 0.9023997187614441
Steps = 19000, loss = 0.07932788878679276
Steps = 19100, loss = 0.12075071781873703
Steps = 19200, loss = 1.4102551937103271
Steps = 19300, loss = 0.10262736678123474
Steps = 19400, loss = 0.6458104848861694
Steps = 19500, loss = 0.07850629091262817
Steps = 19600, loss = 0.12058080732822418
Steps = 19700, loss = 0.26676952838897705
Steps = 19800, loss = 2.8397064208984375
Steps = 19900, loss = 0.21377821266651154
Steps = 20000, loss = 0.5407937169075012
Steps = 20100, loss = 0.08992654085159302
Steps = 20200, loss = 0.08395806699991226
Steps = 20300, loss = 0.10930415987968445
Steps = 20400, loss = 1.7426058053970337
Steps = 20500, loss = 0.08278663456439972
Steps = 20600, loss = 0.09525138884782791
Steps = 20700, loss = 0.2977311313152313
Steps = 20800, loss = 0.08545512706041336
Steps = 20900, loss = 0.12833508849143982
Steps = 21000, loss = 1.4826796054840088
Steps = 21100, loss = 0.08546542376279831
Steps = 21200, loss = 0.15775875747203827
Steps = 21300, loss = 0.08756345510482788
Steps = 21400, loss = 0.11269605904817581
Steps = 21500, loss = 0.962020993232727
Steps = 21600, loss = 0.08456864207983017
Steps = 21700, loss = 0.08636543154716492
Steps = 21800, loss = 0.1640082597732544
Steps = 21900, loss = 0.12128042429685593
Steps = 22000, loss = 1.3850746154785156
Steps = 22100, loss = 0.12233258783817291
Steps = 22200, loss = 0.1464778333902359
Steps = 22300, loss = 1.1522852182388306
Steps = 22400, loss = 0.07905294746160507
Steps = 22500, loss = 0.09925397485494614
Steps = 22600, loss = 0.6063554286956787
Steps = 22700, loss = 1.9813523292541504
Steps = 22800, loss = 0.09582267701625824
Steps = 22900, loss = 1.1081743240356445
Steps = 23000, loss = 0.22083885967731476
Steps = 23100, loss = 0.46026256680488586
Steps = 23200, loss = 2.4060404300689697
Steps = 23300, loss = 0.1246301531791687
Steps = 23400, loss = 0.5350925922393799
Steps = 23500, loss = 0.09953149408102036
Steps = 23600, loss = 0.15022681653499603
Steps = 23700, loss = 0.5181562900543213
Steps = 23800, loss = 0.08274174481630325
Steps = 23900, loss = 0.15493595600128174
Steps = 24000, loss = 0.08273597061634064
Steps = 24100, loss = 0.09446846693754196
Steps = 24200, loss = 0.15880358219146729
Steps = 24300, loss = 0.13061322271823883
Steps = 24400, loss = 1.0379797220230103
Steps = 24500, loss = 0.08729403465986252
Steps = 24600, loss = 0.08831670135259628
Steps = 24700, loss = 0.09970928728580475
Steps = 24800, loss = 0.17411333322525024
Steps = 24900, loss = 1.0076861381530762
Steps = 25000, loss = 4.328789710998535
Steps = 25100, loss = 0.08505861461162567
Steps = 25200, loss = 0.5713967680931091
Steps = 25300, loss = 0.07944481819868088
Steps = 25400, loss = 0.17261165380477905
Steps = 25500, loss = 2.2519795894622803
Steps = 25600, loss = 0.11259876191616058
Steps = 25700, loss = 0.5655971169471741
Steps = 25800, loss = 1.473638892173767
Steps = 25900, loss = 0.0773995965719223
Steps = 26000, loss = 0.08183303475379944
Steps = 26100, loss = 0.12855161726474762
Steps = 26200, loss = 0.32577595114707947
Steps = 26300, loss = 0.0777970552444458
Steps = 26400, loss = 0.12673088908195496
Steps = 26500, loss = 1.6086300611495972
Steps = 26600, loss = 0.08752618730068207
Steps = 26700, loss = 1.5927835702896118
Steps = 26800, loss = 0.10747142881155014
Steps = 26900, loss = 0.3071928322315216
Steps = 27000, loss = 0.10650359839200974
Steps = 27100, loss = 0.1806947886943817
Steps = 27200, loss = 0.10198469460010529
Steps = 27300, loss = 0.2573891878128052
Steps = 27400, loss = 0.07706321030855179
Steps = 27500, loss = 0.11084102839231491
Steps = 27600, loss = 1.380192756652832
Steps = 27700, loss = 0.21535666286945343
Steps = 27800, loss = 0.37434861063957214
Steps = 27900, loss = 0.07960004359483719
Steps = 28000, loss = 0.10353279858827591
Steps = 28100, loss = 0.13967278599739075
Steps = 28200, loss = 1.89437997341156
Steps = 28300, loss = 0.09394577145576477
Steps = 28400, loss = 0.09904886782169342
Steps = 28500, loss = 0.16818107664585114
Steps = 28600, loss = 0.09161411970853806
Steps = 28700, loss = 0.09000484645366669
Steps = 28800, loss = 0.4750238358974457
Steps = 28900, loss = 1.145104169845581
Steps = 29000, loss = 0.37174493074417114
Steps = 29100, loss = 0.11560550332069397
Steps = 29200, loss = 0.13856063783168793
Steps = 29300, loss = 0.590708315372467
Steps = 29400, loss = 1.2685790061950684
Steps = 29500, loss = 0.08165997266769409
Steps = 29600, loss = 0.08901730179786682
Steps = 29700, loss = 0.08666461706161499
Steps = 29800, loss = 0.28382590413093567
Steps = 29900, loss = 1.1398630142211914
Steps = 30000, loss = 0.08053160458803177
Steps = 30100, loss = 0.09415419399738312
Steps = 30200, loss = 0.19501054286956787
Steps = 30300, loss = 0.5188919901847839
Steps = 30400, loss = 0.08917304128408432
Steps = 30500, loss = 0.07743940502405167
Steps = 30600, loss = 0.09077997505664825
Steps = 30700, loss = 0.24173665046691895
Steps = 30800, loss = 0.0758512020111084
Steps = 30900, loss = 0.3558158874511719
Steps = 31000, loss = 2.3682661056518555
Steps = 31100, loss = 0.07623415440320969
Steps = 31200, loss = 0.24933727085590363
Steps = 31300, loss = 0.08223845064640045
Steps = 31400, loss = 0.08759558200836182
Steps = 31500, loss = 0.08183953166007996
Steps = 31600, loss = 0.08892001211643219
Steps = 31700, loss = 0.14492954313755035
Steps = 31800, loss = 0.34446796774864197
Steps = 31900, loss = 1.2098443508148193
Steps = 32000, loss = 3.891785144805908
Steps = 32100, loss = 0.07923610508441925
Steps = 32200, loss = 0.08573292195796967
Steps = 32300, loss = 0.08195731043815613
Steps = 32400, loss = 0.8394703269004822
Steps = 32500, loss = 0.08900240063667297
Steps = 32600, loss = 0.15877792239189148
Steps = 32700, loss = 0.08266991376876831
Steps = 32800, loss = 0.08626728504896164
Steps = 32900, loss = 0.6477071046829224
Steps = 33000, loss = 0.08845656365156174
Steps = 33100, loss = 0.08565691113471985
Steps = 33200, loss = 0.09041576832532883
Steps = 33300, loss = 0.6975529193878174
Steps = 33400, loss = 0.08477340638637543
Steps = 33500, loss = 0.19323986768722534
Steps = 33600, loss = 0.08175892382860184
Steps = 33700, loss = 0.21991552412509918
Steps = 33800, loss = 0.6749799251556396
Steps = 33900, loss = 0.09377796202898026
Steps = 34000, loss = 0.13322630524635315
Steps = 34100, loss = 0.8846360445022583
Steps = 34200, loss = 2.3127055168151855
Steps = 34300, loss = 0.0933561846613884
Steps = 34400, loss = 0.18472324311733246
Steps = 34500, loss = 0.07768874615430832
Steps = 34600, loss = 0.08519036322832108
Steps = 34700, loss = 0.11394239217042923
Steps = 34800, loss = 0.19673652946949005
Steps = 34900, loss = 0.32020190358161926
Steps = 35000, loss = 3.7840685844421387
Steps = 35100, loss = 0.09009583294391632
Steps = 35200, loss = 0.7727895379066467
Steps = 35300, loss = 0.08611209690570831
Steps = 35400, loss = 0.6022701859474182
Steps = 35500, loss = 0.08342351019382477
Steps = 35600, loss = 0.0873323306441307
Steps = 35700, loss = 0.11917491257190704
Steps = 35800, loss = 0.2790376842021942
Steps = 35900, loss = 1.9336832761764526
Steps = 36000, loss = 0.07960865646600723
Steps = 36100, loss = 0.10211052000522614
Steps = 36200, loss = 0.2167033702135086
Steps = 36300, loss = 2.3169305324554443
Steps = 36400, loss = 0.07749607414007187
Steps = 36500, loss = 0.07701149582862854
Steps = 36600, loss = 0.8551234602928162
Steps = 36700, loss = 0.3043050765991211
Steps = 36800, loss = 0.11516547203063965
Steps = 36900, loss = 0.0997973158955574
Steps = 37000, loss = 0.1146664246916771
Steps = 37100, loss = 0.9179016351699829
Steps = 37200, loss = 2.9630141258239746
Steps = 37300, loss = 0.10530927032232285
Steps = 37400, loss = 0.09014469385147095
Steps = 37500, loss = 0.4409845173358917
Steps = 37600, loss = 1.0398950576782227
Steps = 37700, loss = 1.7166370153427124
Steps = 37800, loss = 0.08305636048316956
Steps = 37900, loss = 0.08502626419067383
Steps = 38000, loss = 0.09570641070604324
Steps = 38100, loss = 0.1940111368894577
Steps = 38200, loss = 0.2307109534740448
Steps = 38300, loss = 1.3710960149765015
Steps = 38400, loss = 0.0757456123828888
Steps = 38500, loss = 0.13494473695755005
Steps = 38600, loss = 0.35948947072029114
Steps = 38700, loss = 0.4137115478515625
Steps = 38800, loss = 0.07591777294874191
Steps = 38900, loss = 0.10200658440589905
Steps = 39000, loss = 0.1117158979177475
Steps = 39100, loss = 0.2787512242794037
Steps = 39200, loss = 1.6624488830566406
Steps = 39300, loss = 0.07922668009996414
Steps = 39400, loss = 0.06940602511167526
Steps = 39500, loss = 0.07959487289190292
Steps = 39600, loss = 0.13332489132881165
Steps = 39700, loss = 0.11651065200567245
Steps = 39800, loss = 0.2753961682319641
Steps = 39900, loss = 1.4925044775009155
Steps = 40000, loss = 0.07569414377212524
Steps = 40100, loss = 0.08195913583040237
Steps = 40200, loss = 1.3325074911117554
Steps = 40300, loss = 0.07370193302631378
Steps = 40400, loss = 0.06981371343135834
Steps = 40500, loss = 0.08562786877155304
Steps = 40600, loss = 0.9858264327049255
Steps = 40700, loss = 0.0650700032711029
Steps = 40800, loss = 0.6777366399765015
Steps = 40900, loss = 0.07394985109567642
Steps = 41000, loss = 0.07659267634153366
Steps = 41100, loss = 0.10707274079322815
Steps = 41200, loss = 2.0094473361968994
Steps = 41300, loss = 0.0846092626452446
Steps = 41400, loss = 0.15448930859565735
Steps = 41500, loss = 1.5302696228027344
Steps = 41600, loss = 0.10415641218423843
Steps = 41700, loss = 0.18058548867702484
Steps = 41800, loss = 0.06768526881933212
Steps = 41900, loss = 0.1883833110332489
Steps = 42000, loss = 1.4420101642608643
Steps = 42100, loss = 0.07059502601623535
Steps = 42200, loss = 0.07166518270969391
Steps = 42300, loss = 0.17291051149368286
Steps = 42400, loss = 4.133537292480469
Steps = 42500, loss = 0.08070994168519974
Steps = 42600, loss = 0.313547283411026
Steps = 42700, loss = 1.5317798852920532
Steps = 42800, loss = 0.08336229622364044
Steps = 42900, loss = 0.5326313972473145
Steps = 43000, loss = 0.06901536136865616
Steps = 43100, loss = 0.09025689214468002
Steps = 43200, loss = 1.4160261154174805
Steps = 43300, loss = 0.06544847041368484
Steps = 43400, loss = 0.08285423368215561
Steps = 43500, loss = 0.40364161133766174
Steps = 43600, loss = 0.06677830219268799
Steps = 43700, loss = 0.0767611563205719
Steps = 43800, loss = 1.2203724384307861
Steps = 43900, loss = 0.06333839148283005
Steps = 44000, loss = 0.16358163952827454
Steps = 44100, loss = 0.06620461493730545
Steps = 44200, loss = 0.3713403046131134
Steps = 44300, loss = 0.06466934084892273
Steps = 44400, loss = 0.07190351188182831
Steps = 44500, loss = 0.1541604846715927
Steps = 44600, loss = 0.06449655443429947
Steps = 44700, loss = 0.06665834784507751
Steps = 44800, loss = 0.09327565133571625
Steps = 44900, loss = 0.9197666645050049
Steps = 45000, loss = 0.06976678222417831
Steps = 45100, loss = 0.06624534726142883
Steps = 45200, loss = 0.12302619963884354
Steps = 45300, loss = 0.9071235656738281
Steps = 45400, loss = 2.720688819885254
Steps = 45500, loss = 0.07390845566987991
Steps = 45600, loss = 0.08491530269384384
Steps = 45700, loss = 0.24820715188980103
Steps = 45800, loss = 0.06800465285778046
Steps = 45900, loss = 0.11921239644289017
Steps = 46000, loss = 1.400349497795105
Steps = 46100, loss = 0.0708300769329071
Steps = 46200, loss = 0.10256034880876541
Steps = 46300, loss = 0.06941025704145432
Steps = 46400, loss = 0.07290174067020416
Steps = 46500, loss = 0.16062405705451965
Steps = 46600, loss = 1.2027480602264404
Steps = 46700, loss = 0.07358288764953613
Steps = 46800, loss = 0.16334602236747742
Steps = 46900, loss = 0.2774256467819214
Steps = 47000, loss = 0.07834429293870926
Steps = 47100, loss = 0.23291008174419403
Steps = 47200, loss = 3.757953643798828
Steps = 47300, loss = 0.07792295515537262
Steps = 47400, loss = 0.287084698677063
Steps = 47500, loss = 0.07339722663164139
Steps = 47600, loss = 0.07465167343616486
Steps = 47700, loss = 0.12011899799108505
Steps = 47800, loss = 0.6655628085136414
Steps = 47900, loss = 0.08670810610055923
Steps = 48000, loss = 0.07970800995826721
Steps = 48100, loss = 0.07935021072626114
Steps = 48200, loss = 0.3097549080848694
Steps = 48300, loss = 0.7750580310821533
Steps = 48400, loss = 0.07026993483304977
Steps = 48500, loss = 0.06963527947664261
Steps = 48600, loss = 0.10449099540710449
Steps = 48700, loss = 0.4466409385204315
Steps = 48800, loss = 0.07661745697259903
Steps = 48900, loss = 0.09236491471529007
Steps = 49000, loss = 1.3408820629119873
Steps = 49100, loss = 0.07259449362754822
Steps = 49200, loss = 0.08440637588500977
Steps = 49300, loss = 0.11585911363363266
Steps = 49400, loss = 1.3572291135787964
Steps = 49500, loss = 0.07882769405841827
Steps = 49600, loss = 0.10678958892822266
Steps = 49700, loss = 1.608641505241394
Steps = 49800, loss = 0.14215900003910065
Steps = 49900, loss = 0.10161817818880081
Steps = 50000, loss = 0.4959825277328491
Steps = 50100, loss = 0.07014396041631699
Steps = 50200, loss = 0.07897569239139557
Steps = 50300, loss = 0.6462494730949402
Steps = 50400, loss = 0.10019849240779877
Steps = 50500, loss = 0.10059429705142975
Steps = 50600, loss = 1.6741949319839478
Steps = 50700, loss = 0.34029826521873474
Steps = 50800, loss = 0.07967927306890488
Steps = 50900, loss = 0.07778479158878326
Steps = 51000, loss = 0.08267603814601898
Steps = 51100, loss = 0.6760815978050232
Steps = 51200, loss = 0.47829896211624146
Steps = 51300, loss = 2.5077147483825684
Steps = 51400, loss = 0.8843868970870972
Steps = 51500, loss = 3.9514646530151367
Steps = 51600, loss = 0.07844498753547668
Steps = 51700, loss = 0.6929551959037781
Steps = 51800, loss = 0.0780743733048439
Steps = 51900, loss = 0.08522974699735641
Steps = 52000, loss = 0.11502712219953537
Steps = 52100, loss = 0.7248137593269348
Steps = 52200, loss = 3.8020169734954834
Steps = 52300, loss = 0.0875711590051651
Steps = 52400, loss = 0.15625907480716705
Steps = 52500, loss = 0.08476384729146957
Steps = 52600, loss = 0.11382132023572922
Steps = 52700, loss = 0.3570955693721771
Steps = 52800, loss = 1.3964335918426514
Steps = 52900, loss = 0.0972534567117691
Steps = 53000, loss = 0.0880933478474617
Steps = 53100, loss = 0.15578855574131012
Steps = 53200, loss = 0.303922563791275
Steps = 53300, loss = 1.1957941055297852
Steps = 53400, loss = 0.08292266726493835
Steps = 53500, loss = 0.08009719848632812
Steps = 53600, loss = 0.11322515457868576
Steps = 53700, loss = 0.08784934133291245
Steps = 53800, loss = 0.23894384503364563
Steps = 53900, loss = 0.8882927298545837
Steps = 54000, loss = 0.19846993684768677
Steps = 54100, loss = 0.6833438277244568
Steps = 54200, loss = 0.08200035244226456
Steps = 54300, loss = 0.08402016758918762
Steps = 54400, loss = 0.08892226219177246
Steps = 54500, loss = 0.10044576972723007
Steps = 54600, loss = 0.11348595470190048
Steps = 54700, loss = 0.51810222864151
Steps = 54800, loss = 0.6692488193511963
Steps = 54900, loss = 0.07726840674877167
Steps = 55000, loss = 2.4178929328918457
Steps = 55100, loss = 0.09635978937149048
Steps = 55200, loss = 0.8012961149215698
Steps = 55300, loss = 0.13614648580551147
Steps = 55400, loss = 1.060473918914795
Steps = 55500, loss = 0.0928288921713829
Steps = 55600, loss = 0.1364789605140686
Steps = 55700, loss = 1.1169652938842773
Steps = 55800, loss = 0.08445103466510773
Steps = 55900, loss = 0.11657708138227463
Steps = 56000, loss = 0.08446025103330612
Steps = 56100, loss = 0.5697812438011169
Steps = 56200, loss = 0.08364038914442062
Steps = 56300, loss = 0.09066325426101685
Steps = 56400, loss = 0.08511964231729507
Steps = 56500, loss = 0.3231489956378937
Steps = 56600, loss = 0.09899787604808807
Steps = 56700, loss = 0.5742822885513306
Steps = 56800, loss = 0.09083285182714462
Steps = 56900, loss = 0.12811516225337982
Steps = 57000, loss = 0.5588608980178833
Steps = 57100, loss = 0.7492119073867798
Steps = 57200, loss = 0.2297804057598114
Steps = 57300, loss = 1.1543569564819336
Steps = 57400, loss = 0.08062109351158142
Steps = 57500, loss = 0.08278881013393402
Steps = 57600, loss = 0.08551789075136185
Steps = 57700, loss = 1.0081254243850708
Steps = 57800, loss = 0.09141568839550018
Steps = 57900, loss = 0.09443145245313644
Steps = 58000, loss = 0.09477157890796661
Steps = 58100, loss = 0.26196715235710144
Steps = 58200, loss = 0.09566205739974976
Steps = 58300, loss = 0.9532262682914734
Steps = 58400, loss = 0.08456894755363464
Steps = 58500, loss = 0.08798925578594208
Steps = 58600, loss = 0.08038061112165451
Steps = 58700, loss = 0.09782421588897705
Steps = 58800, loss = 1.0986943244934082
Steps = 58900, loss = 0.7443721890449524
Steps = 59000, loss = 0.15706244111061096
Steps = 59100, loss = 1.0255953073501587
Steps = 59200, loss = 0.08582442998886108
Steps = 59300, loss = 0.443251371383667
Steps = 59400, loss = 0.07876309007406235
Steps = 59500, loss = 0.0825158879160881
Steps = 59600, loss = 0.08845507353544235
Steps = 59700, loss = 0.18369440734386444
Steps = 59800, loss = 0.8975421190261841
Steps = 59900, loss = 0.08095617592334747
Steps = 60000, loss = 0.12506252527236938
Steps = 60100, loss = 0.10918165743350983
Steps = 60200, loss = 0.3471960723400116
Steps = 60300, loss = 1.2109878063201904
Steps = 60400, loss = 0.08004721254110336
Steps = 60500, loss = 0.0757031962275505
Steps = 60600, loss = 0.1267932653427124
Steps = 60700, loss = 0.28311553597450256
Steps = 60800, loss = 2.4196925163269043
Steps = 60900, loss = 0.49822887778282166
Steps = 61000, loss = 1.3776664733886719
Steps = 61100, loss = 1.0891460180282593
Steps = 61200, loss = 0.3484908938407898
Steps = 61300, loss = 0.08341604471206665
Steps = 61400, loss = 0.10924574732780457
Steps = 61500, loss = 0.2935648560523987
Steps = 61600, loss = 1.3471310138702393
Steps = 61700, loss = 0.098399318754673
Steps = 61800, loss = 0.34203973412513733
Steps = 61900, loss = 0.2760277986526489
Steps = 62000, loss = 0.12088387459516525
Steps = 62100, loss = 0.13712555170059204
Steps = 62200, loss = 1.622700572013855
Steps = 62300, loss = 0.2572544515132904
Steps = 62400, loss = 2.6382179260253906
Steps = 62500, loss = 0.11802932620048523
Steps = 62600, loss = 1.104744553565979
Steps = 62700, loss = 1.5519946813583374
Steps = 62800, loss = 0.139908567070961
Steps = 62900, loss = 0.5307637453079224
Steps = 63000, loss = 0.2260100245475769
Steps = 63100, loss = 0.7307193875312805
Steps = 63200, loss = 1.2372007369995117
Steps = 63300, loss = 1.0744026899337769
Steps = 63400, loss = 4.436429977416992
Steps = 63500, loss = 0.33212944865226746
Steps = 63600, loss = 0.08002922683954239
Steps = 63700, loss = 0.0843387171626091
Steps = 63800, loss = 0.10461413860321045
Steps = 63900, loss = 0.4249440133571625
Steps = 64000, loss = 0.6864855289459229
Steps = 64100, loss = 1.0634702444076538
Steps = 64200, loss = 1.2923521995544434
Steps = 64300, loss = 3.9276883602142334
Steps = 64400, loss = 0.10509692132472992
Steps = 64500, loss = 0.07848570495843887
Steps = 64600, loss = 0.2416030615568161
Steps = 64700, loss = 0.23349958658218384
Steps = 64800, loss = 1.2611560821533203
Steps = 64900, loss = 0.12355415523052216
Steps = 65000, loss = 0.6678807139396667
Steps = 65100, loss = 0.07967031747102737
Steps = 65200, loss = 0.16124941408634186
Steps = 65300, loss = 0.10371950268745422
Steps = 65400, loss = 1.1397722959518433
Steps = 65500, loss = 0.47771742939949036
Steps = 65600, loss = 0.07810532301664352
Steps = 65700, loss = 0.5803223252296448
Steps = 65800, loss = 0.08739714324474335
Steps = 65900, loss = 0.10267116874456406
Steps = 66000, loss = 0.1168532595038414
Steps = 66100, loss = 0.4778876006603241
Steps = 66200, loss = 0.13233648240566254
Steps = 66300, loss = 0.30495136976242065
