LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.21M
Steps = 0, loss = 4.6498212814331055
Steps = 6400, loss = 0.0022170606534928083
Steps = 6500, loss = 0.0018283746903762221
Steps = 6600, loss = 0.0015230972785502672
Steps = 6700, loss = 0.0013211810728535056
Steps = 6800, loss = 0.0012041182490065694
Steps = 6900, loss = 0.0010517758782953024
Steps = 7000, loss = 0.0009343469864688814
Steps = 7100, loss = 0.0008354453602805734
Steps = 7200, loss = 0.0007682457217015326
Steps = 7300, loss = 0.0007172988844104111
Steps = 7400, loss = 0.0006207090918906033
Steps = 7500, loss = 0.0006158137694001198
Steps = 7600, loss = 0.0005378988571465015
Steps = 7700, loss = 0.0005134087987244129
Steps = 7800, loss = 0.00046739826211705804
Steps = 7900, loss = 0.00043775668018497527
Steps = 8000, loss = 0.0004296525730751455
Steps = 8100, loss = 0.0003910087689291686
Steps = 8200, loss = 0.0003769723407458514
Steps = 8300, loss = 0.00033366208663210273
Steps = 8400, loss = 0.0003276196075603366
Steps = 8500, loss = 0.00029166004969738424
Steps = 8600, loss = 0.00029715304845012724
Steps = 8700, loss = 0.0002714541042223573
Steps = 8800, loss = 0.0002556330291554332
Steps = 8900, loss = 0.00023780600167810917
Steps = 9000, loss = 0.00022090271522756666
Steps = 9100, loss = 0.00021604444191325456
Steps = 9200, loss = 0.00019365630578249693
Steps = 9300, loss = 0.00019676197553053498
Steps = 9400, loss = 0.00018780880782287568
Steps = 9500, loss = 0.00017381749057676643
Steps = 9600, loss = 0.00016750388022046536
Steps = 9700, loss = 0.0001524450199212879
Steps = 9800, loss = 0.00014439673395827413
Steps = 9900, loss = 0.0001370388054056093
Steps = 10000, loss = 0.00013542785018216819
Steps = 10100, loss = 0.0001257692347280681
Steps = 10200, loss = 0.00012253988825250417
Steps = 10300, loss = 0.00011777278268709779
Steps = 10400, loss = 0.00011379344505257905
Steps = 10500, loss = 0.00010685811139410362
Steps = 10600, loss = 9.829390182858333e-05
Steps = 10700, loss = 9.654497262090445e-05
Steps = 10800, loss = 8.953667565947399e-05
Steps = 10900, loss = 8.551988139515743e-05
Steps = 11000, loss = 8.192392851924524e-05
Steps = 11100, loss = 7.739648572169244e-05
Steps = 11200, loss = 7.425596413668245e-05
Steps = 11300, loss = 7.10204549250193e-05
Steps = 11400, loss = 6.582365313079208e-05
Steps = 11500, loss = 6.36749537079595e-05
Steps = 11600, loss = 6.150219996925443e-05
Steps = 11700, loss = 5.702390262740664e-05
Steps = 11800, loss = 5.5656939366599545e-05
Steps = 11900, loss = 4.962049933965318e-05
Steps = 12000, loss = 4.8441292165080085e-05
Steps = 12100, loss = 4.772604370373301e-05
Steps = 12200, loss = 4.4530450395541266e-05
Steps = 12300, loss = 4.3944404751528054e-05
Steps = 12400, loss = 4.123696271562949e-05
Steps = 12500, loss = 3.973530328948982e-05
Steps = 12600, loss = 3.5121513064950705e-05
Steps = 12700, loss = 3.41050217684824e-05
Steps = 12800, loss = 3.24552456731908e-05
Steps = 12900, loss = 3.197562909917906e-05
Steps = 13000, loss = 3.0510238502756692e-05
Steps = 13100, loss = 2.8535680030472577e-05
Steps = 13200, loss = 2.5850780730252154e-05
Steps = 13300, loss = 2.4543716790503822e-05
Steps = 13400, loss = 2.376792144787032e-05
Steps = 13500, loss = 2.3492970285587944e-05
Steps = 13600, loss = 2.172373206121847e-05
Steps = 13700, loss = 2.0497689547482878e-05
Steps = 13800, loss = 1.9786637494689785e-05
Steps = 13900, loss = 1.88218127732398e-05
Steps = 14000, loss = 1.7837404811871238e-05
Steps = 14100, loss = 1.718714520393405e-05
Steps = 14200, loss = 1.5918009012239054e-05
Steps = 14300, loss = 1.5339439414674416e-05
Steps = 14400, loss = 1.4955498045310378e-05
Steps = 14500, loss = 1.425190203008242e-05
Steps = 14600, loss = 1.2888475794170517e-05
Steps = 14700, loss = 1.229569625138538e-05
Steps = 14800, loss = 1.1918047675862908e-05
Steps = 14900, loss = 1.0974635188176762e-05
Steps = 15000, loss = 1.0305021532985847e-05
Steps = 15100, loss = 9.943204531737138e-06
Steps = 15200, loss = 9.431681974092498e-06
Steps = 15300, loss = 9.108748599828687e-06
Steps = 15400, loss = 8.44123223942006e-06
Steps = 15500, loss = 8.301766683871392e-06
Steps = 15600, loss = 8.133428309520241e-06
Steps = 15700, loss = 7.491522410418838e-06
Steps = 15800, loss = 7.1816302806837484e-06
Steps = 15900, loss = 6.595833383471472e-06
Steps = 16000, loss = 6.334365934890229e-06
Steps = 16100, loss = 5.872667315998115e-06
Steps = 16200, loss = 5.582328867603792e-06
Steps = 16300, loss = 5.441233042802196e-06
Steps = 16400, loss = 5.136925665283343e-06
Steps = 16500, loss = 5.037973096477799e-06
Steps = 16600, loss = 4.473595254239626e-06
Steps = 16700, loss = 4.456599072000245e-06
Steps = 16800, loss = 4.181861186225433e-06
Steps = 16900, loss = 3.993967311544111e-06
Steps = 17000, loss = 3.5809273413178744e-06
Steps = 17100, loss = 3.4035113003483275e-06
Steps = 17200, loss = 3.3818580504885176e-06
Steps = 17300, loss = 3.114568926321226e-06
Steps = 17400, loss = 3.007933628396131e-06
Steps = 17500, loss = 2.8340100470813923e-06
Steps = 17600, loss = 2.7385492558096303e-06
Steps = 17700, loss = 2.5595034003345063e-06
Steps = 17800, loss = 2.394194325461285e-06
Steps = 17900, loss = 2.3331926968239713e-06
Steps = 18000, loss = 2.2004792299412657e-06
Steps = 18100, loss = 2.1024579837103374e-06
Steps = 18200, loss = 1.9851115666824626e-06
Steps = 18300, loss = 1.8605475133881555e-06
Steps = 18400, loss = 1.7273690673391684e-06
Steps = 18500, loss = 1.7266700069740182e-06
Steps = 18600, loss = 1.6456452840429847e-06
Steps = 18700, loss = 1.5296960782507085e-06
Steps = 18800, loss = 1.4158422345644794e-06
Steps = 18900, loss = 1.3429664704744937e-06
Steps = 19000, loss = 1.2696248177235248e-06
Steps = 19100, loss = 1.2479716815505526e-06
Steps = 19200, loss = 1.1897639069502475e-06
Steps = 19300, loss = 1.094303684112674e-06
Steps = 19400, loss = 1.031905071613437e-06
Steps = 19500, loss = 9.897627251120866e-07
Steps = 19600, loss = 9.282955488743028e-07
Steps = 19700, loss = 9.129286695497285e-07
Steps = 19800, loss = 8.426139288530976e-07
Steps = 19900, loss = 8.228232672990998e-07
Steps = 20000, loss = 7.736960014881333e-07
Test accuracy: 1.0 (got 1536 right out of 1536)
