LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.617220878601074
Steps = 18700, loss = 7.578594249935122e-07
Steps = 18800, loss = 7.955775345180882e-07
Steps = 18900, loss = 5.369050199988123e-07
Steps = 19000, loss = 5.045419015914376e-07
Steps = 19100, loss = 5.939480729466595e-07
Steps = 19200, loss = 5.81375047659094e-07
Steps = 19300, loss = 4.500594741330133e-07
Steps = 19400, loss = 7.727586535111186e-07
Steps = 19500, loss = 5.974397936370224e-07
Steps = 19600, loss = 3.9487935055149137e-07
Steps = 19700, loss = 6.060541863917024e-07
Steps = 19800, loss = 3.5762627703661565e-07
Steps = 19900, loss = 4.298036344607681e-07
Validation accuracy: 0.9016927083333334 (got 1385 right out of 1536)
