LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.662863731384277
Steps = 13000, loss = 3.650776989161386e-06
Steps = 13100, loss = 3.4007175599981565e-06
Steps = 13200, loss = 3.294779617135646e-06
Steps = 13300, loss = 3.286164655946777e-06
Steps = 13400, loss = 2.9120076305844123e-06
Steps = 13500, loss = 2.7236485493631335e-06
Steps = 13600, loss = 2.5059530344151426e-06
Steps = 13700, loss = 2.441691549392999e-06
Steps = 13800, loss = 2.2817373519501416e-06
Steps = 13900, loss = 2.2251595055422513e-06
Steps = 14000, loss = 2.032609017987852e-06
Steps = 14100, loss = 1.962061560334405e-06
Steps = 14200, loss = 1.8042026113107568e-06
Steps = 14300, loss = 1.759266638146073e-06
Steps = 14400, loss = 1.6286492154904408e-06
Steps = 14500, loss = 1.5532123143202625e-06
Steps = 14600, loss = 1.5315587233999395e-06
Steps = 14700, loss = 1.3685777275895816e-06
Steps = 14800, loss = 1.3494855011231266e-06
Steps = 14900, loss = 1.2775409459209186e-06
Steps = 15000, loss = 1.1881342061315081e-06
Steps = 15100, loss = 4.326257228851318
Steps = 15200, loss = 2.4082400798797607
Steps = 15300, loss = 1.9539659023284912
Steps = 15400, loss = 1.5641322135925293
Steps = 15500, loss = 1.4376555681228638
Steps = 15600, loss = 1.238301396369934
Steps = 15700, loss = 0.9568971395492554
Steps = 15800, loss = 0.8282454609870911
Steps = 15900, loss = 0.767317533493042
Steps = 16000, loss = 0.7191619277000427
Steps = 16100, loss = 0.6157726645469666
Steps = 16200, loss = 0.5981448888778687
Steps = 16300, loss = 0.37883174419403076
Steps = 16400, loss = 0.43288654088974
Steps = 16500, loss = 0.25622209906578064
Steps = 16600, loss = 0.4294253885746002
Steps = 16700, loss = 0.2029121369123459
Steps = 16800, loss = 0.15155039727687836
Steps = 16900, loss = 0.3489619493484497
Steps = 17000, loss = 0.1717272251844406
Steps = 17100, loss = 0.08111368864774704
Steps = 17200, loss = 0.06331855058670044
Steps = 17300, loss = 0.04524315521121025
Steps = 17400, loss = 0.03395456075668335
Steps = 17500, loss = 1.4036914110183716
Steps = 17600, loss = 0.34478887915611267
Steps = 17700, loss = 0.2827528715133667
Steps = 17800, loss = 0.09008769690990448
Steps = 17900, loss = 0.030882328748703003
Steps = 18000, loss = 0.022798951715230942
Steps = 18100, loss = 0.016886509954929352
Steps = 18200, loss = 0.014869092032313347
Steps = 18300, loss = 0.012954619713127613
Steps = 18400, loss = 0.010377530939877033
Steps = 18500, loss = 0.01007576659321785
Steps = 18600, loss = 0.00849701464176178
Steps = 18700, loss = 0.007342508062720299
Steps = 18800, loss = 0.006668868009001017
Steps = 18900, loss = 0.005836460739374161
Steps = 19000, loss = 0.005176670849323273
Steps = 19100, loss = 1.6615246534347534
Steps = 19200, loss = 1.1488145589828491
Steps = 19300, loss = 0.5967590808868408
Steps = 19400, loss = 0.4404708445072174
Steps = 19500, loss = 0.5597806572914124
Steps = 19600, loss = 0.1682615578174591
Steps = 19700, loss = 0.08870625495910645
Steps = 19800, loss = 0.36332884430885315
Steps = 19900, loss = 0.07019771635532379
Validation accuracy: 0.9518229166666666 (got 1462 right out of 1536)
