LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.661948204040527
Steps = 8700, loss = 1.4395809557754546e-05
Steps = 8800, loss = 1.3802331523038447e-05
Steps = 8900, loss = 1.2653792509809136e-05
Steps = 9000, loss = 1.230804446095135e-05
Steps = 9100, loss = 1.1495711078168824e-05
Steps = 9200, loss = 1.1108517355751246e-05
Steps = 9300, loss = 1.0499205927771982e-05
Steps = 9400, loss = 9.709920050227083e-06
Steps = 9500, loss = 9.585587577021215e-06
Steps = 9600, loss = 9.08523998077726e-06
Steps = 9700, loss = 8.503169738105498e-06
Steps = 9800, loss = 8.216790774895344e-06
Steps = 9900, loss = 7.526686204073485e-06
Steps = 10000, loss = 7.276859832927585e-06
Steps = 10100, loss = 6.872436188132269e-06
Steps = 10200, loss = 6.537861736433115e-06
Steps = 10300, loss = 6.222843239811482e-06
Steps = 10400, loss = 5.790480827272404e-06
Steps = 10500, loss = 5.6479898375982884e-06
Steps = 10600, loss = 5.360910563467769e-06
Steps = 10700, loss = 5.03657838635263e-06
Steps = 10800, loss = 4.822142273042118e-06
Steps = 10900, loss = 4.661721959564602e-06
Steps = 11000, loss = 4.346705281932373e-06
Steps = 11100, loss = 4.070569502800936e-06
Steps = 11200, loss = 3.9066576391633134e-06
Steps = 11300, loss = 3.678484063129872e-06
Steps = 11400, loss = 3.573244612198323e-06
Steps = 11500, loss = 3.3480980619060574e-06
Steps = 11600, loss = 3.156711954943603e-06
Steps = 11700, loss = 3.053568207178614e-06
Steps = 11800, loss = 2.866838713089237e-06
Steps = 11900, loss = 2.6852321752812713e-06
Steps = 12000, loss = 2.6146849450014997e-06
Steps = 12100, loss = 2.4759183361311443e-06
Steps = 12200, loss = 2.345300572414999e-06
Steps = 12300, loss = 2.2149151845951565e-06
Steps = 12400, loss = 2.08336587093072e-06
Steps = 12500, loss = 1.986508550544386e-06
Steps = 12600, loss = 1.909209231598652e-06
Steps = 12700, loss = 1.7937256870936835e-06
Steps = 12800, loss = 1.6819675465740147e-06
Steps = 12900, loss = 1.6177064026123844e-06
Steps = 13000, loss = 1.546460339341138e-06
Steps = 13100, loss = 1.4032694934940082e-06
Steps = 13200, loss = 1.392326566929114e-06
Steps = 13300, loss = 1.3189851415518206e-06
Steps = 13400, loss = 1.226551489708072e-06
Steps = 13500, loss = 1.155072482106334e-06
Steps = 13600, loss = 1.0977961437674821e-06
Steps = 13700, loss = 1.0607760714265169e-06
Steps = 13800, loss = 9.918583145918092e-07
Steps = 13900, loss = 9.487847023592622e-07
Steps = 14000, loss = 8.789355661065201e-07
Steps = 14100, loss = 8.253845180661301e-07
Steps = 14200, loss = 7.937195505292038e-07
Steps = 14300, loss = 7.41332712550502e-07
Steps = 14400, loss = 7.308553335860779e-07
Steps = 14500, loss = 6.745103178218415e-07
Steps = 14600, loss = 6.528570679620316e-07
Steps = 14700, loss = 6.125773666099121e-07
Steps = 14800, loss = 5.727633265451004e-07
Steps = 14900, loss = 5.275941816762497e-07
Steps = 15000, loss = 5.136243430570175e-07
Steps = 15100, loss = 4.910397706225922e-07
Steps = 15200, loss = 4.721805169083382e-07
Steps = 15300, loss = 4.405155493714119e-07
Steps = 15400, loss = 4.1164454955833207e-07
Steps = 15500, loss = 4.0046867866294633e-07
Steps = 15600, loss = 3.6903654176967393e-07
Steps = 15700, loss = 3.485474451281334e-07
Steps = 15800, loss = 3.324821307160164e-07
Steps = 15900, loss = 3.124586953617836e-07
Steps = 16000, loss = 3.06405098626783e-07
Steps = 16100, loss = 2.9057261485831987e-07
Steps = 16200, loss = 2.6682388920562516e-07
Steps = 16300, loss = 2.5541518766658555e-07
Steps = 16400, loss = 2.42143840978315e-07
Steps = 16500, loss = 2.321321375120533e-07
Steps = 16600, loss = 2.230517424095524e-07
Steps = 16700, loss = 1.9813886353858834e-07
Steps = 16800, loss = 1.9813886353858834e-07
Steps = 16900, loss = 1.8090939590820199e-07
Steps = 17000, loss = 1.7718410560974007e-07
Steps = 17100, loss = 1.6996635565647011e-07
Steps = 17200, loss = 1.5669500896819955e-07
Steps = 17300, loss = 1.4668329129108315e-07
Steps = 17400, loss = 1.3574025103935128e-07
Steps = 17500, loss = 1.301523155916584e-07
Steps = 17600, loss = 1.2223607370742684e-07
Steps = 17700, loss = 1.175794679397768e-07
Steps = 17800, loss = 1.1781229858343067e-07
Steps = 17900, loss = 1.0896473412458363e-07
Steps = 18000, loss = 1.0943039541189137e-07
Steps = 18100, loss = 1.0128132288400593e-07
Steps = 18200, loss = 9.429640357438984e-08
Steps = 18300, loss = 9.15024358505434e-08
Steps = 18400, loss = 8.475034718458119e-08
Steps = 18500, loss = 8.102505688611927e-08
Steps = 18600, loss = 7.124616985265675e-08
Steps = 18700, loss = 3.629464626312256
Steps = 18800, loss = 0.3129727244377136
Steps = 18900, loss = 0.022589977830648422
Steps = 19000, loss = 0.005117916967719793
Steps = 19100, loss = 0.0031317032407969236
Steps = 19200, loss = 0.002265605144202709
Steps = 19300, loss = 0.0018382093403488398
Steps = 19400, loss = 0.0014401597436517477
Steps = 19500, loss = 0.0012704256223514676
Steps = 19600, loss = 0.001042402582243085
Steps = 19700, loss = 0.0008528549806214869
Steps = 19800, loss = 0.0007529544527642429
Steps = 19900, loss = 0.000708806561306119
Validation accuracy: 0.9993489583333334 (got 1535 right out of 1536)
