LR = 0.001, batch_size = 512, block_size = 9


number of parameters: 0.41M
Steps = 0, loss = 4.670339107513428
Steps = 11300, loss = 3.7390198031062027e-06
Steps = 11400, loss = 3.484769194983528e-06
Steps = 11500, loss = 3.3986220842052717e-06
Steps = 11600, loss = 3.1446047614736017e-06
Steps = 11700, loss = 3.022369128302671e-06
Steps = 11800, loss = 2.8235322133696172e-06
Steps = 11900, loss = 2.705487986531807e-06
Steps = 12000, loss = 2.6018790322268615e-06
Steps = 12100, loss = 2.4444855171168456e-06
Steps = 12200, loss = 2.3234142645378597e-06
Steps = 12300, loss = 2.2093272491474636e-06
Steps = 12400, loss = 2.1171265416342067e-06
Steps = 12500, loss = 2.020967713178834e-06
Steps = 12600, loss = 1.9425035588938044e-06
Steps = 12700, loss = 1.847276507760398e-06
Steps = 12800, loss = 1.6922118675211095e-06
Steps = 12900, loss = 1.6288821598209324e-06
Steps = 13000, loss = 1.555773451400455e-06
Steps = 13100, loss = 1.4500683391815983e-06
Steps = 13200, loss = 1.3660167041962268e-06
Steps = 13300, loss = 1.300824237659981e-06
Steps = 13400, loss = 1.2151427881690324e-06
Steps = 13500, loss = 1.173465989268152e-06
Steps = 13600, loss = 1.108739184019214e-06
Steps = 13700, loss = 1.0402869747849763e-06
Steps = 13800, loss = 9.911597089740098e-07
Steps = 13900, loss = 9.590291938366136e-07
Steps = 14000, loss = 8.956993156061799e-07
Steps = 14100, loss = 8.565837674723298e-07
Steps = 14200, loss = 8.100176955849747e-07
Steps = 14300, loss = 7.669440833524277e-07
Steps = 14400, loss = 7.243360755637696e-07
Steps = 14500, loss = 6.833578822806885e-07
Steps = 14600, loss = 6.479676244453003e-07
Steps = 14700, loss = 6.209592697814514e-07
Steps = 14800, loss = 5.80679568429332e-07
Steps = 14900, loss = 5.483161089614441e-07
Steps = 15000, loss = 5.168839720681717e-07
Steps = 15100, loss = 4.868488190368225e-07
Steps = 15200, loss = 4.6845522660987626e-07
Steps = 15300, loss = 4.444736703135277e-07
Steps = 15400, loss = 4.2724420268314134e-07
Steps = 15500, loss = 4.076864286162163e-07
Steps = 15600, loss = 3.88594315836599e-07
Steps = 15700, loss = 3.65311251471212e-07
Steps = 15800, loss = 3.401655419565941e-07
Steps = 15900, loss = 3.187451227404381e-07
Steps = 16000, loss = 3.087334050633217e-07
Steps = 16100, loss = 2.847518487669731e-07
Steps = 16200, loss = 2.740416391588951e-07
Steps = 16300, loss = 2.5774349410312425e-07
Steps = 16400, loss = 2.391170426108147e-07
Steps = 16500, loss = 2.3352912137397652e-07
Steps = 16600, loss = 2.1886079082378274e-07
Steps = 16700, loss = 2.053566134918583e-07
Steps = 16800, loss = 1.8486751685031777e-07
Steps = 16900, loss = 1.7299315402397042e-07
Steps = 17000, loss = 1.6228294441589242e-07
Steps = 17100, loss = 1.5227122673877602e-07
Steps = 17200, loss = 1.448206461418522e-07
Steps = 17300, loss = 1.4202667841800576e-07
Steps = 17400, loss = 1.394655413378132e-07
Steps = 17500, loss = 1.3201496074088936e-07
Steps = 17600, loss = 1.2898816237338906e-07
Steps = 17700, loss = 1.2549570271858101e-07
Steps = 17800, loss = 1.2083908984550362e-07
Steps = 17900, loss = 1.1734663729612294e-07
Steps = 18000, loss = 1.122243631357378e-07
Steps = 18100, loss = 1.0128132288400593e-07
Steps = 18200, loss = 1.0011716966573658e-07
Steps = 18300, loss = 9.592621807996693e-08
Steps = 18400, loss = 8.940696005765858e-08
Steps = 18500, loss = 8.54488391155428e-08
Steps = 18600, loss = 7.613561336938801e-08
Steps = 18700, loss = 6.565823440496388e-08
Steps = 18800, loss = 6.495974247400227e-08
Steps = 18900, loss = 5.4249536418637945e-08
Steps = 19000, loss = 5.4715197705945684e-08
Steps = 19100, loss = 5.4016705774984075e-08
Steps = 19200, loss = 4.6798955821714117e-08
Steps = 19300, loss = 4.260800423594446e-08
Steps = 19400, loss = 4.027969779940577e-08
Steps = 19500, loss = 3.143213334055872e-08
Steps = 19600, loss = 2.650815725326538
Steps = 19700, loss = 0.058854710310697556
Steps = 19800, loss = 0.014826378785073757
Steps = 19900, loss = 0.0038238337729126215
Validation accuracy: 0.9967447916666666 (got 1531 right out of 1536)
